# time,command,argument,event_id,value,units,efficiency
1788229482,o,,auto_outside_comm_for_critical_peak_1,,,
1788229497,c,0,critical_peak_1,,,
1788230082,o,,auto_outside_comm_heartbeat_01,,,
1788230682,o,,auto_outside_comm_heartbeat_02,,,
1788231282,o,,auto_outside_comm_heartbeat_03,,,
1788231882,o,,auto_outside_comm_heartbeat_04,,,
1788232482,o,,auto_outside_comm_heartbeat_05,,,
1788233082,o,,auto_outside_comm_heartbeat_06,,,
1788233682,o,,auto_outside_comm_heartbeat_07,,,
1788234282,o,,auto_outside_comm_heartbeat_08,,,
1788234882,o,,auto_outside_comm_heartbeat_09,,,
1788235482,o,,auto_outside_comm_heartbeat_10,,,
1788236082,o,,auto_outside_comm_heartbeat_11,,,
1788236682,o,,auto_outside_comm_heartbeat_12,,,
1788237282,o,,auto_outside_comm_heartbeat_13,,,
1788237882,o,,auto_outside_comm_heartbeat_14,,,
1788238482,o,,auto_outside_comm_heartbeat_15,,,
1788239082,o,,auto_outside_comm_heartbeat_16,,,
1788239682,o,,auto_outside_comm_heartbeat_17,,,
1788240282,o,,auto_outside_comm_heartbeat_18,,,
1788240882,o,,auto_outside_comm_heartbeat_19,,,
1788241482,o,,auto_outside_comm_heartbeat_20,,,
1788242082,o,,auto_outside_comm_heartbeat_21,,,
1788242682,o,,auto_outside_comm_heartbeat_22,,,
1788243282,o,,auto_outside_comm_heartbeat_23,,,
1788243882,o,,auto_outside_comm_heartbeat_24,,,
1788244482,o,,auto_outside_comm_heartbeat_25,,,
1788245082,o,,auto_outside_comm_heartbeat_26,,,
1788245682,o,,auto_outside_comm_heartbeat_27,,,
1788246282,o,,auto_outside_comm_heartbeat_28,,,
1788246882,o,,auto_outside_comm_heartbeat_29,,,
1788247482,o,,auto_outside_comm_heartbeat_30,,,
1788248082,o,,auto_outside_comm_heartbeat_31,,,
1788248682,o,,auto_outside_comm_heartbeat_32,,,
1788249282,o,,auto_outside_comm_heartbeat_33,,,
1788249882,o,,auto_outside_comm_heartbeat_34,,,
1788250482,o,,auto_outside_comm_heartbeat_35,,,
1788251082,o,,auto_outside_comm_heartbeat_36,,,
1788251682,o,,auto_outside_comm_heartbeat_37,,,
1788252282,o,,auto_outside_comm_heartbeat_38,,,
1788252882,o,,auto_outside_comm_heartbeat_39,,,
1788253482,o,,auto_outside_comm_heartbeat_40,,,
1788254082,o,,auto_outside_comm_heartbeat_41,,,
1788254682,o,,auto_outside_comm_heartbeat_42,,,
1788255282,o,,auto_outside_comm_heartbeat_43,,,
1788255882,o,,auto_outside_comm_heartbeat_44,,,
1788256482,o,,auto_outside_comm_heartbeat_45,,,
1788257082,o,,auto_outside_comm_heartbeat_46,,,
1788257682,o,,auto_outside_comm_heartbeat_47,,,
1788258282,o,,auto_outside_comm_heartbeat_48,,,
1788258882,o,,auto_outside_comm_heartbeat_49,,,
1788259482,o,,auto_outside_comm_heartbeat_50,,,
1788260082,o,,auto_outside_comm_heartbeat_51,,,
1788260682,o,,auto_outside_comm_heartbeat_52,,,
1788261282,o,,auto_outside_comm_heartbeat_53,,,
1788261882,o,,auto_outside_comm_heartbeat_54,,,
1788262482,o,,auto_outside_comm_heartbeat_55,,,
1788263082,o,,auto_outside_comm_heartbeat_56,,,
1788263682,o,,auto_outside_comm_heartbeat_57,,,
1788264282,o,,auto_outside_comm_heartbeat_58,,,
1788264882,o,,auto_outside_comm_heartbeat_59,,,
1788265482,o,,auto_outside_comm_heartbeat_60,,,
1788266082,o,,auto_outside_comm_heartbeat_61,,,
1788266682,o,,auto_outside_comm_heartbeat_62,,,
1788267282,o,,auto_outside_comm_heartbeat_63,,,
1788267882,o,,auto_outside_comm_heartbeat_64,,,
1788268482,o,,auto_outside_comm_heartbeat_65,,,
1788269082,o,,auto_outside_comm_heartbeat_66,,,
1788269682,o,,auto_outside_comm_heartbeat_67,,,
1788270282,o,,auto_outside_comm_heartbeat_68,,,
1788270882,o,,auto_outside_comm_heartbeat_69,,,
1788271482,o,,auto_outside_comm_heartbeat_70,,,
1788272082,o,,auto_outside_comm_heartbeat_71,,,
1788272682,o,,auto_outside_comm_heartbeat_72,,,
1788273282,o,,auto_outside_comm_heartbeat_73,,,
1788273882,o,,auto_outside_comm_heartbeat_74,,,
1788274482,o,,auto_outside_comm_heartbeat_75,,,
1788275082,o,,auto_outside_comm_heartbeat_76,,,
1788275682,o,,auto_outside_comm_heartbeat_77,,,
1788276282,o,,auto_outside_comm_heartbeat_78,,,
1788276882,o,,auto_outside_comm_heartbeat_79,,,
1788277482,o,,auto_outside_comm_heartbeat_80,,,
1788278082,o,,auto_outside_comm_heartbeat_81,,,
1788278682,o,,auto_outside_comm_heartbeat_82,,,
1788279282,o,,auto_outside_comm_heartbeat_83,,,
1788279882,o,,auto_outside_comm_heartbeat_84,,,
1788280482,o,,auto_outside_comm_heartbeat_85,,,
1788281082,o,,auto_outside_comm_heartbeat_86,,,
1788281682,o,,auto_outside_comm_heartbeat_87,,,
1788282282,o,,auto_outside_comm_heartbeat_88,,,
1788282882,o,,auto_outside_comm_heartbeat_89,,,
1788283482,o,,auto_outside_comm_heartbeat_90,,,
1788284082,o,,auto_outside_comm_heartbeat_91,,,
1788284682,o,,auto_outside_comm_heartbeat_92,,,
1788285282,o,,auto_outside_comm_heartbeat_93,,,
1788285882,o,,auto_outside_comm_heartbeat_94,,,
1788286482,o,,auto_outside_comm_heartbeat_95,,,
1788287082,o,,auto_outside_comm_heartbeat_96,,,
