timestamp_pacific,monitor_elapsed_seconds,status,record_reason,voltage_rms,current_rms,real_power,reactive_power,apparent_power,power_factor
2026-08-31T19:24:41.129-07:00,0.001,ok,initial_sample,241.450,0.000,0.000,10.650,11.715,0.091
2026-08-31T19:25:41.431-07:00,60.299,ok,heartbeat,241.494,0.000,0.000,11.715,11.715,0.000
2026-08-31T19:26:41.770-07:00,120.638,ok,heartbeat,241.826,0.000,2.130,11.715,11.715,0.363
2026-08-31T19:27:42.103-07:00,180.971,ok,heartbeat,241.703,0.000,2.130,10.650,11.715,0.091
2026-08-31T19:28:42.444-07:00,241.312,ok,heartbeat,241.651,0.000,2.130,10.650,11.715,0.182
2026-08-31T19:29:42.776-07:00,301.644,ok,heartbeat,241.668,0.000,2.130,11.715,12.780,0.166
2026-08-31T19:30:43.116-07:00,361.984,ok,heartbeat,241.721,0.000,2.130,11.715,12.780,0.250
2026-08-31T19:31:43.449-07:00,422.317,ok,heartbeat,241.441,0.000,2.130,11.715,12.780,-0.083
2026-08-31T19:32:43.781-07:00,482.650,ok,heartbeat,241.712,0.000,2.130,10.650,11.715,0.182
2026-08-31T19:33:44.121-07:00,542.990,ok,heartbeat,241.660,0.000,0.000,12.780,12.780,0.000
2026-08-31T19:34:44.455-07:00,603.323,ok,heartbeat,241.817,0.000,2.130,10.650,11.715,0.182
2026-08-31T19:35:44.794-07:00,663.663,ok,heartbeat,241.730,0.000,2.130,12.780,11.715,0.363
2026-08-31T19:35:59.883-07:00,678.751,ok,current_change|power_change|heater_on,242.115,0.238,51.120,46.860,70.290,0.742
2026-08-31T19:36:56.193-07:00,735.061,ok,current_change|power_change,239.875,22.156,5339.927,319.501,5350.577,0.998
2026-08-31T19:36:57.199-07:00,736.068,ok,current_change,239.866,22.024,5307.977,318.436,5317.562,0.998
2026-08-31T19:36:59.212-07:00,738.080,ok,current_change,239.954,21.859,5271.767,299.266,5280.287,0.998
2026-08-31T19:37:01.224-07:00,740.092,ok,current_change,239.971,21.697,5233.427,298.201,5241.947,0.998
2026-08-31T19:37:03.236-07:00,742.105,ok,current_change,239.971,21.578,5203.607,297.136,5213.192,0.998
2026-08-31T19:37:04.243-07:00,743.111,ok,current_change|power_change,239.910,22.288,5365.487,414.286,5382.527,0.996
2026-08-31T19:37:15.308-07:00,754.176,ok,current_change,239.464,22.399,5382.527,414.286,5399.568,0.996
2026-08-31T19:37:23.355-07:00,762.223,ok,current_change|power_change,239.796,22.561,5429.388,430.261,5446.428,0.996
2026-08-31T19:37:30.379-07:00,769.248,ok,current_change,239.735,22.461,5403.828,415.351,5420.868,0.996
2026-08-31T19:38:30.713-07:00,829.582,ok,heartbeat,239.613,22.475,5401.698,429.196,5419.803,0.996
2026-08-31T19:39:31.047-07:00,889.915,ok,heartbeat,239.648,22.516,5414.478,415.351,5431.518,0.996
2026-08-31T19:40:31.377-07:00,950.245,ok,heartbeat,240.085,22.594,5444.298,416.416,5460.273,0.997
2026-08-31T19:40:47.470-07:00,966.339,ok,power_change,239.193,22.513,5403.828,415.351,5420.868,0.996
2026-08-31T19:41:07.587-07:00,986.455,ok,current_change|power_change,239.945,22.615,5444.298,430.261,5448.558,0.996
2026-08-31T19:42:07.918-07:00,1046.786,ok,heartbeat,239.648,22.602,5435.778,416.416,5462.403,0.997
2026-08-31T19:43:08.248-07:00,1107.116,ok,heartbeat,239.726,22.628,5442.168,430.261,5460.273,0.996
2026-08-31T19:44:08.580-07:00,1167.448,ok,heartbeat,239.648,22.643,5446.428,416.416,5462.403,0.997
2026-08-31T19:45:08.913-07:00,1227.781,ok,heartbeat,239.770,22.665,5452.818,417.481,5469.858,0.997
2026-08-31T19:46:09.245-07:00,1288.114,ok,heartbeat,239.289,22.635,5435.778,416.416,5452.818,0.997
2026-08-31T19:46:30.352-07:00,1309.220,ok,current_change|power_change,241.555,1.588,357.841,172.531,398.311,0.900
2026-08-31T19:47:30.684-07:00,1369.553,ok,heartbeat,241.721,1.618,368.491,167.206,405.766,0.910
2026-08-31T19:48:31.019-07:00,1429.887,ok,heartbeat,241.992,1.638,372.751,170.401,411.091,0.909
2026-08-31T19:49:31.351-07:00,1490.219,ok,heartbeat,241.940,1.642,372.751,172.531,411.091,0.906
2026-08-31T19:50:31.684-07:00,1550.552,ok,heartbeat,242.045,1.655,374.881,175.726,415.351,0.904
2026-08-31T19:51:32.016-07:00,1610.884,ok,heartbeat,241.905,1.664,379.141,171.466,412.156,0.909
2026-08-31T19:52:32.349-07:00,1671.217,ok,heartbeat,241.905,1.666,379.141,174.661,417.481,0.907
2026-08-31T19:53:32.683-07:00,1731.551,ok,heartbeat,241.940,1.657,377.011,171.466,415.351,0.910
2026-08-31T19:54:33.016-07:00,1791.884,ok,heartbeat,242.333,1.672,383.401,170.401,419.611,0.913
2026-08-31T19:55:33.350-07:00,1852.219,ok,heartbeat,242.220,1.672,383.401,170.401,419.611,0.913
2026-08-31T19:56:33.685-07:00,1912.553,ok,heartbeat,242.018,1.679,383.401,172.531,420.676,0.911
2026-08-31T19:57:34.017-07:00,1972.885,ok,heartbeat,242.132,1.694,387.661,173.596,424.936,0.912
2026-08-31T19:58:34.347-07:00,2033.216,ok,heartbeat,242.657,1.694,387.661,168.271,423.871,0.917
2026-08-31T19:59:34.681-07:00,2093.549,ok,heartbeat,242.447,1.692,389.791,168.271,424.936,0.917
2026-08-31T20:00:35.013-07:00,2153.881,ok,heartbeat,242.718,1.698,389.791,169.336,426.001,0.917
2026-08-31T20:01:35.344-07:00,2214.213,ok,heartbeat,241.039,1.720,391.921,172.531,429.196,0.915
2026-08-31T20:02:35.677-07:00,2274.545,ok,heartbeat,241.397,1.726,394.051,172.531,431.326,0.916
2026-08-31T20:03:36.008-07:00,2334.877,ok,heartbeat,241.537,1.714,391.921,169.336,428.131,0.917
2026-08-31T20:04:36.339-07:00,2395.208,ok,heartbeat,241.415,1.718,394.051,169.336,429.196,0.918
2026-08-31T20:05:36.671-07:00,2455.540,ok,heartbeat,241.450,1.737,398.311,168.271,433.456,0.921
2026-08-31T20:06:37.009-07:00,2515.877,ok,heartbeat,241.730,1.726,396.181,170.401,431.326,0.918
2026-08-31T20:07:37.341-07:00,2576.209,ok,heartbeat,241.459,1.746,400.441,168.271,430.261,0.915
2026-08-31T20:08:37.672-07:00,2636.541,ok,heartbeat,241.126,1.742,396.181,175.726,433.456,0.916
2026-08-31T20:09:38.006-07:00,2696.874,ok,heartbeat,241.336,1.755,400.441,175.726,437.716,0.914
2026-08-31T20:10:38.339-07:00,2757.207,ok,heartbeat,241.327,1.739,398.311,170.401,433.456,0.918
2026-08-31T20:11:38.676-07:00,2817.544,ok,heartbeat,241.310,1.748,400.441,171.466,436.651,0.919
2026-08-31T20:12:39.007-07:00,2877.875,ok,heartbeat,241.240,1.744,400.441,168.271,435.586,0.921
2026-08-31T20:13:39.333-07:00,2938.201,ok,heartbeat,241.100,1.768,404.701,174.661,440.911,0.917
2026-08-31T20:14:39.665-07:00,2998.533,ok,heartbeat,241.249,1.755,404.701,166.141,437.716,0.924
2026-08-31T20:15:39.996-07:00,3058.865,ok,heartbeat,241.336,1.766,406.831,172.531,441.976,0.920
2026-08-31T20:16:40.327-07:00,3119.195,ok,heartbeat,241.091,1.766,404.701,166.141,438.781,0.924
2026-08-31T20:17:40.660-07:00,3179.528,ok,heartbeat,241.354,1.781,404.701,171.466,440.911,0.920
