phase,timestamp_pacific,time_after_command,time_after_previous,milestone,observation,source
Shed,2026-08-30 17:04:19.161000,0:00,0:00,Command accepted,Accepted,CTA
Shed,2026-08-30 17:05:35.995000,1:17,1:17,Expected operational state not observed,Expected 2 or 4,CTA state poll
