timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-30T17:04:02.450-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-3/FHR-Shed_2026_08_30_170402_PDT"",""water_output_enabled"":true,""outside_communication_heartbeat_enabled"":true}"
2026-08-30T17:04:02.654-07:00,0.204,,power_monitor,ready,"{""pid"":32731}"
2026-08-30T17:04:03.696-07:00,1.247,,cta_controller,started,"{""pid"":32732}"
2026-08-30T17:04:03.697-07:00,-14.303,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-30T17:04:18.000-07:00""}"
2026-08-30T17:04:18.129-07:00,0.130,,test_started,ok,{}
2026-08-30T17:04:18.130-07:00,0.130,water_draw_1,cut_in_armed,waiting_for_cta,"{""cta_event_id"":""shed_1"",""cta_action"":""shed"",""cut_in_state"":2,""cut_out_state"":4}"
2026-08-30T17:04:19.336-07:00,1.336,water_draw_1,cut_in_waiting_for_initial_cut_out,waiting,{}
2026-08-30T17:05:33.313-07:00,75.313,,run_error,failed,"{""error_type"":""CutInStateError"",""message"":""three consecutive OpState 5 readings""}"
2026-08-30T17:05:33.316-07:00,75.316,,cta_return_to_normal,requested,{}
2026-08-30T17:05:36.090-07:00,78.090,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-30T17:05:36.155-07:00,78.156,,power_monitor_shutdown,stopped,{}
2026-08-30T17:05:36.156-07:00,78.156,,run_finished,failed,{}
