timestamp_pacific,response_code,response_name,electricity_commodity_code,cumulative_electricity_Wh,instantaneous_electricity_W,total_storage_commodity_code,total_energy_storage_Wh,present_storage_commodity_code,present_energy_storage_Wh,advanced_total_storage_commodity_code,advanced_total_energy_storage_Wh,advanced_present_storage_commodity_code,advanced_present_energy_storage_Wh,operational_state
2026-08-18 21:09:52,0,success,0,134000,0,6,9190,7,839,10,12371,11,4020,1
2026-08-18 21:10:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:11:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:12:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:13:52,0,success,0,134000,500,6,9190,7,861,10,12371,11,4042,3
2026-08-18 21:14:52,0,success,0,134000,500,6,9190,7,861,10,12371,11,4042,3
2026-08-18 21:15:52,0,success,0,134000,500,6,9190,7,861,10,12371,11,4042,3
2026-08-18 21:16:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:17:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:18:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:19:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:20:52,0,success,0,134000,500,6,9190,7,817,10,12371,11,3998,3
2026-08-18 21:21:52,0,success,0,134000,500,6,9190,7,839,10,12371,11,4020,3
2026-08-18 21:22:52,0,success,0,134000,500,6,9190,7,795,10,12371,11,3976,3
2026-08-18 21:23:52,0,success,0,134000,500,6,9190,7,795,10,12371,11,3976,3
2026-08-18 21:24:52,0,success,0,134000,500,6,9190,7,751,10,12371,11,3932,3
2026-08-18 21:25:52,0,success,0,134000,500,6,9190,7,751,10,12371,11,3932,3
2026-08-18 21:26:52,0,success,0,134000,500,6,9190,7,729,10,12371,11,3910,3
2026-08-18 21:27:52,0,success,0,134000,500,6,9190,7,684,10,12371,11,3866,3
2026-08-18 21:28:52,0,success,0,134000,500,6,9190,7,640,10,12371,11,3822,3
2026-08-18 21:29:53,0,success,0,134000,500,6,9190,7,640,10,12371,11,3822,3
