event_id,timestamp_pacific,draw_elapsed_seconds,status,stop_reason,valve_state,target_volume_gal,accumulated_volume_gal,flow_gpm,hot_temp_c,hot_temp_f,cold_temp_c,cold_temp_f,ambient_temp_c,ambient_temp_f,hot_raw_counts,cold_raw_counts,flow_raw_counts,ambient_raw_counts,cold_source_station,cold_source_timestamp_pacific
water_draw_2,2026-08-19T00:40:09.366-07:00,1.494,drawing,,open,2.0,0.004724,0.189792,41.88,107.38,29.48,85.06,25.00,77.00,1362,1243,478,250,WH-station1,2026-08-19T00:40:09.234-07:00
water_draw_2,2026-08-19T00:40:09.868-07:00,2.507,drawing,,open,2.0,0.049152,2.629583,41.88,107.38,29.48,85.06,25.10,77.18,1362,1243,956,251,WH-station1,2026-08-19T00:40:09.736-07:00
water_draw_2,2026-08-19T00:40:10.370-07:00,3.009,drawing,,open,2.0,0.067522,2.195729,42.08,107.75,29.58,85.25,25.00,77.00,1364,1244,871,250,WH-station1,2026-08-19T00:40:10.238-07:00
water_draw_2,2026-08-19T00:40:10.872-07:00,3.511,drawing,,open,2.0,0.085339,2.129375,41.88,107.38,29.17,84.50,25.10,77.18,1362,1240,858,251,WH-station1,2026-08-19T00:40:10.740-07:00
water_draw_2,2026-08-19T00:40:11.375-07:00,4.013,drawing,,open,2.0,0.102857,2.093646,41.88,107.38,29.79,85.62,25.00,77.00,1362,1246,851,250,WH-station1,2026-08-19T00:40:11.242-07:00
water_draw_2,2026-08-19T00:40:11.877-07:00,4.515,drawing,,open,2.0,0.120547,2.114063,41.77,107.19,29.69,85.44,25.10,77.18,1361,1245,855,251,WH-station1,2026-08-19T00:40:11.744-07:00
water_draw_2,2026-08-19T00:40:12.381-07:00,5.017,drawing,,open,2.0,0.138194,2.108958,41.88,107.38,29.38,84.88,25.00,77.00,1362,1242,854,250,WH-station1,2026-08-19T00:40:12.246-07:00
water_draw_2,2026-08-19T00:40:12.886-07:00,5.522,drawing,,open,2.0,0.155767,2.088542,41.67,107.00,29.58,85.25,25.00,77.00,1360,1244,850,250,WH-station1,2026-08-19T00:40:12.750-07:00
water_draw_2,2026-08-19T00:40:13.391-07:00,6.027,drawing,,open,2.0,0.173292,2.083437,41.77,107.19,29.58,85.25,25.00,77.00,1361,1244,849,250,WH-station1,2026-08-19T00:40:13.255-07:00
water_draw_2,2026-08-19T00:40:13.895-07:00,6.532,drawing,,open,2.0,0.190734,2.073229,41.77,107.19,29.79,85.62,25.00,77.00,1361,1246,847,250,WH-station1,2026-08-19T00:40:13.759-07:00
