timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-16T02:34:59.740-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-2/run_2026_08_16_023459_PDT"",""water_output_enabled"":true,""outside_communication_heartbeat_enabled"":true}"
2026-08-16T02:34:59.944-07:00,0.204,,power_monitor,ready,"{""pid"":12457}"
2026-08-16T02:35:00.969-07:00,1.229,,cta_controller,started,"{""pid"":12458}"
2026-08-16T02:35:00.970-07:00,-14.030,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-16T02:35:15.000-07:00""}"
2026-08-16T02:35:15.197-07:00,0.198,,test_started,ok,{}
2026-08-16T05:35:15.065-07:00,10800.065,water_draw_1,water_draw_started,started,"{""pid"":12691,""target_volume_gal"":15.0}"
2026-08-16T05:40:00.331-07:00,11085.331,water_draw_1,water_draw_completed,ok,"{""return_code"":0}"
2026-08-16T06:05:15.190-07:00,12600.191,water_draw_2,water_draw_started,started,"{""pid"":12727,""target_volume_gal"":2.0}"
2026-08-16T06:05:54.280-07:00,12639.281,water_draw_2,water_draw_completed,ok,"{""return_code"":0}"
2026-08-16T07:15:15.087-07:00,16800.088,water_draw_3,water_draw_started,started,"{""pid"":12880,""target_volume_gal"":9.0}"
2026-08-16T07:18:07.080-07:00,16972.081,water_draw_3,water_draw_completed,ok,"{""return_code"":0}"
2026-08-16T09:35:15.171-07:00,25200.172,,cta_return_to_normal,requested,{}
2026-08-16T09:35:17.744-07:00,25202.745,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-16T09:35:17.810-07:00,25202.811,,power_monitor_shutdown,stopped,{}
2026-08-16T09:35:17.811-07:00,25202.811,,run_finished,completed,{}
