# time,command,argument,event_id,value,units
1785886220,o,,auto_outside_comm_for_load_up_1,,
1785886235,l,0,load_up_1,,
1785887030,o,,auto_outside_comm_heartbeat_01,,
1785887840,o,,auto_outside_comm_heartbeat_02,,
1785888650,o,,auto_outside_comm_heartbeat_03,,
1785889460,o,,auto_outside_comm_heartbeat_04,,
1785890270,o,,auto_outside_comm_heartbeat_05,,
1785891080,o,,auto_outside_comm_heartbeat_06,,
1785891620,o,,auto_outside_comm_for_shed_1,,
1785891635,s,0,shed_1,,
1785891890,o,,auto_outside_comm_heartbeat_07,,
1785892700,o,,auto_outside_comm_heartbeat_08,,
1785893510,o,,auto_outside_comm_heartbeat_09,,
1785894320,o,,auto_outside_comm_heartbeat_10,,
1785895130,o,,auto_outside_comm_heartbeat_11,,
1785895940,o,,auto_outside_comm_heartbeat_12,,
1785896750,o,,auto_outside_comm_heartbeat_13,,
1785897560,o,,auto_outside_comm_heartbeat_14,,
1785898370,o,,auto_outside_comm_heartbeat_15,,
1785899180,o,,auto_outside_comm_heartbeat_16,,
1785899990,o,,auto_outside_comm_heartbeat_17,,
1785900800,o,,auto_outside_comm_heartbeat_18,,
1785901610,o,,auto_outside_comm_heartbeat_19,,
1785902420,o,,auto_outside_comm_heartbeat_20,,
1785903020,o,,auto_outside_comm_for_load_up_2,,
1785903035,l,0,load_up_2,,
1785903230,o,,auto_outside_comm_heartbeat_21,,
1785904040,o,,auto_outside_comm_heartbeat_22,,
1785904850,o,,auto_outside_comm_heartbeat_23,,
1785905660,o,,auto_outside_comm_heartbeat_24,,
1785906470,o,,auto_outside_comm_heartbeat_25,,
1785906620,o,,auto_outside_comm_for_run_normal_1,,
1785906635,e,0,run_normal_1,,
1785907280,o,,auto_outside_comm_heartbeat_26,,
