timestamp_utc,test_elapsed_seconds,event_id,event,status,details
2026-07-23T02:01:20.571Z,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/run_2026_07_23_020120Z"",""water_output_enabled"":false}"
2026-07-23T02:01:20.775Z,0.204,,power_monitor,ready,"{""pid"":30332}"
2026-07-23T02:01:21.797Z,1.226,,cta_controller,started,"{""pid"":30333}"
2026-07-23T02:01:21.797Z,-14.203,,test_start_scheduled,pending,"{""test_start_utc"":""2026-07-23T02:01:36.000Z""}"
2026-07-23T02:01:36.018Z,0.019,,test_started,ok,{}
2026-07-23T02:41:36.052Z,2400.052,,cta_return_to_normal,requested,{}
2026-07-23T02:41:38.625Z,2402.625,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-07-23T02:41:38.691Z,2402.691,,power_monitor_shutdown,stopped,{}
2026-07-23T02:41:38.691Z,2402.692,,run_finished,completed,{}
