# time,command,argument,event_id,value,units,efficiency
1788144025,o,,auto_outside_comm_for_shed_1,,,
1788144040,s,0,shed_1,,,
1788144625,o,,auto_outside_comm_heartbeat_01,,,
1788145225,o,,auto_outside_comm_heartbeat_02,,,
1788145825,o,,auto_outside_comm_heartbeat_03,,,
1788146425,o,,auto_outside_comm_heartbeat_04,,,
1788147025,o,,auto_outside_comm_heartbeat_05,,,
1788147625,o,,auto_outside_comm_heartbeat_06,,,
1788148225,o,,auto_outside_comm_heartbeat_07,,,
1788148825,o,,auto_outside_comm_heartbeat_08,,,
1788149425,o,,auto_outside_comm_heartbeat_09,,,
1788150025,o,,auto_outside_comm_heartbeat_10,,,
1788150625,o,,auto_outside_comm_heartbeat_11,,,
1788151225,o,,auto_outside_comm_heartbeat_12,,,
1788151825,o,,auto_outside_comm_heartbeat_13,,,
1788152425,o,,auto_outside_comm_heartbeat_14,,,
1788153025,o,,auto_outside_comm_heartbeat_15,,,
1788153625,o,,auto_outside_comm_heartbeat_16,,,
1788154225,o,,auto_outside_comm_heartbeat_17,,,
1788154825,o,,auto_outside_comm_heartbeat_18,,,
1788155425,o,,auto_outside_comm_heartbeat_19,,,
1788156025,o,,auto_outside_comm_heartbeat_20,,,
1788156625,o,,auto_outside_comm_heartbeat_21,,,
1788157225,o,,auto_outside_comm_heartbeat_22,,,
1788157825,o,,auto_outside_comm_heartbeat_23,,,
1788158425,o,,auto_outside_comm_heartbeat_24,,,
1788159025,o,,auto_outside_comm_heartbeat_25,,,
1788159625,o,,auto_outside_comm_heartbeat_26,,,
1788160225,o,,auto_outside_comm_heartbeat_27,,,
1788160825,o,,auto_outside_comm_heartbeat_28,,,
1788161425,o,,auto_outside_comm_heartbeat_29,,,
1788162025,o,,auto_outside_comm_heartbeat_30,,,
1788162625,o,,auto_outside_comm_heartbeat_31,,,
1788163225,o,,auto_outside_comm_heartbeat_32,,,
1788163825,o,,auto_outside_comm_heartbeat_33,,,
1788164425,o,,auto_outside_comm_heartbeat_34,,,
1788165025,o,,auto_outside_comm_heartbeat_35,,,
1788165625,o,,auto_outside_comm_heartbeat_36,,,
1788166225,o,,auto_outside_comm_heartbeat_37,,,
1788166825,o,,auto_outside_comm_heartbeat_38,,,
1788167425,o,,auto_outside_comm_heartbeat_39,,,
1788168025,o,,auto_outside_comm_heartbeat_40,,,
1788168625,o,,auto_outside_comm_heartbeat_41,,,
1788169225,o,,auto_outside_comm_heartbeat_42,,,
1788169825,o,,auto_outside_comm_heartbeat_43,,,
1788170425,o,,auto_outside_comm_heartbeat_44,,,
1788171025,o,,auto_outside_comm_heartbeat_45,,,
1788171625,o,,auto_outside_comm_heartbeat_46,,,
1788172225,o,,auto_outside_comm_heartbeat_47,,,
1788172825,o,,auto_outside_comm_heartbeat_48,,,
1788173425,o,,auto_outside_comm_heartbeat_49,,,
1788174025,o,,auto_outside_comm_heartbeat_50,,,
1788174625,o,,auto_outside_comm_heartbeat_51,,,
1788175225,o,,auto_outside_comm_heartbeat_52,,,
1788175825,o,,auto_outside_comm_heartbeat_53,,,
1788176425,o,,auto_outside_comm_heartbeat_54,,,
1788177025,o,,auto_outside_comm_heartbeat_55,,,
1788177625,o,,auto_outside_comm_heartbeat_56,,,
1788178225,o,,auto_outside_comm_heartbeat_57,,,
1788178825,o,,auto_outside_comm_heartbeat_58,,,
1788179425,o,,auto_outside_comm_heartbeat_59,,,
1788180025,o,,auto_outside_comm_heartbeat_60,,,
1788180625,o,,auto_outside_comm_heartbeat_61,,,
1788181225,o,,auto_outside_comm_heartbeat_62,,,
1788181825,o,,auto_outside_comm_heartbeat_63,,,
1788182425,o,,auto_outside_comm_heartbeat_64,,,
1788183025,o,,auto_outside_comm_heartbeat_65,,,
1788183625,o,,auto_outside_comm_heartbeat_66,,,
1788184225,o,,auto_outside_comm_heartbeat_67,,,
1788184825,o,,auto_outside_comm_heartbeat_68,,,
1788185425,o,,auto_outside_comm_heartbeat_69,,,
1788186025,o,,auto_outside_comm_heartbeat_70,,,
1788186625,o,,auto_outside_comm_heartbeat_71,,,
1788187225,o,,auto_outside_comm_heartbeat_72,,,
1788187825,o,,auto_outside_comm_heartbeat_73,,,
1788188425,o,,auto_outside_comm_heartbeat_74,,,
1788189025,o,,auto_outside_comm_heartbeat_75,,,
1788189625,o,,auto_outside_comm_heartbeat_76,,,
1788190225,o,,auto_outside_comm_heartbeat_77,,,
1788190825,o,,auto_outside_comm_heartbeat_78,,,
1788191425,o,,auto_outside_comm_heartbeat_79,,,
1788192025,o,,auto_outside_comm_heartbeat_80,,,
1788192625,o,,auto_outside_comm_heartbeat_81,,,
1788193225,o,,auto_outside_comm_heartbeat_82,,,
1788193825,o,,auto_outside_comm_heartbeat_83,,,
1788194425,o,,auto_outside_comm_heartbeat_84,,,
1788195025,o,,auto_outside_comm_heartbeat_85,,,
1788195625,o,,auto_outside_comm_heartbeat_86,,,
1788196225,o,,auto_outside_comm_heartbeat_87,,,
1788196825,o,,auto_outside_comm_heartbeat_88,,,
1788197425,o,,auto_outside_comm_heartbeat_89,,,
1788198025,o,,auto_outside_comm_heartbeat_90,,,
1788198625,o,,auto_outside_comm_heartbeat_91,,,
1788199225,o,,auto_outside_comm_heartbeat_92,,,
1788199825,o,,auto_outside_comm_heartbeat_93,,,
1788200425,o,,auto_outside_comm_heartbeat_94,,,
1788201025,o,,auto_outside_comm_heartbeat_95,,,
1788201625,o,,auto_outside_comm_heartbeat_96,,,
