timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-13T15:33:50.134-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-4/run_2026_08_13_153350_PDT"",""water_output_enabled"":true,""outside_communication_heartbeat_enabled"":true}"
2026-08-13T15:33:50.338-07:00,0.204,,power_monitor,ready,"{""pid"":1929}"
2026-08-13T15:33:51.358-07:00,1.225,,cta_controller,started,"{""pid"":1930}"
2026-08-13T15:33:51.359-07:00,-14.641,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-13T15:34:06.000-07:00""}"
2026-08-13T15:34:06.189-07:00,0.190,,test_started,ok,{}
2026-08-13T15:35:06.126-07:00,60.126,water_draw_1,water_draw_started,started,"{""pid"":1933,""target_volume_gal"":4.0}"
2026-08-13T15:37:01.395-07:00,175.396,water_draw_1,water_draw_completed,ok,"{""return_code"":0}"
2026-08-13T15:38:12.702-07:00,246.703,,run_interrupted,requested,{}
2026-08-13T15:38:12.703-07:00,246.704,,cta_return_to_normal,requested,{}
2026-08-13T15:38:15.375-07:00,249.376,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-13T15:38:15.441-07:00,249.442,,power_monitor_shutdown,stopped,{}
2026-08-13T15:38:15.441-07:00,249.442,,run_finished,interrupted,{}
