timestamp_utc,event_id,event,direction,command,result,argument,details
2026-07-23T22:42:20.408Z,auto_outside_comm_for_run_normal_3,command_completed,outbound,outside_communication,ok,0,source=schedule
2026-07-23T22:42:20.410Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:42:20.560Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:42:20.730Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:42:20.730Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:42:20.880Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:42:20.976Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:42:21.016Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:42:35.022Z,run_normal_3,command_sent,outbound,run_normal,pending,0,source=schedule
2026-07-23T22:42:35.085Z,,link_ack,inbound,BASIC_END_SHED_REQUEST,ack,,
2026-07-23T22:42:35.197Z,,application_ack,inbound,basic_dr,ack,2,opcode1=3
2026-07-23T22:42:35.238Z,run_normal_3,command_completed,outbound,run_normal,ok,0,source=schedule
2026-07-23T22:43:20.255Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:43:20.373Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:43:20.544Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:43:20.544Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:43:20.693Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:43:20.805Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:43:20.846Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:44:20.867Z,auto_outside_comm_for_grid_emergency_1,command_sent,outbound,outside_communication,pending,0,source=schedule
2026-07-23T22:44:21.003Z,,link_ack,inbound,BASIC_OUTSIDE_COMM_CONNECTION_STATUS_MESSAGE,ack,,
2026-07-23T22:44:21.114Z,,application_ack,inbound,basic_dr,ack,14,opcode1=3
2026-07-23T22:44:21.155Z,auto_outside_comm_for_grid_emergency_1,command_completed,outbound,outside_communication,ok,0,source=schedule
2026-07-23T22:44:21.156Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:44:21.306Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:44:21.477Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:44:21.477Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:44:21.626Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:44:21.738Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:44:21.779Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:44:35.784Z,grid_emergency_1,command_sent,outbound,grid_emergency,pending,13,source=schedule
2026-07-23T22:44:35.864Z,,link_ack,inbound,BASIC_GRID_EMERGENCY_REQUEST,ack,,
2026-07-23T22:44:35.960Z,,application_ack,inbound,basic_dr,ack,11,opcode1=3
2026-07-23T22:44:36.000Z,grid_emergency_1,command_completed,outbound,grid_emergency,ok,13,source=schedule
2026-07-23T22:45:20.015Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:45:20.144Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:45:20.298Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:45:20.299Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:45:20.448Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:45:20.560Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:45:20.601Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:46:20.619Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:46:20.757Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:46:20.928Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:46:20.928Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:46:21.077Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:46:21.173Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:46:21.214Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:47:20.232Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:47:20.379Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:47:20.533Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:47:20.534Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:47:20.683Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:47:20.795Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:47:20.835Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:48:20.854Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:48:20.992Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:48:21.163Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:48:21.163Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:48:21.312Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:48:21.424Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:48:21.465Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:49:20.483Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:49:20.630Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:49:20.784Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:49:20.785Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:49:20.934Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:49:21.046Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:49:21.086Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:50:20.104Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:50:20.251Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:50:20.422Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:50:20.422Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:50:20.571Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:50:20.683Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:50:20.724Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:51:20.743Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:51:20.881Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:51:21.051Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:51:21.051Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:51:21.200Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:51:21.312Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:51:21.352Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:52:20.371Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:52:20.518Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:52:20.672Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:52:20.673Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:52:20.822Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:52:20.918Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:52:20.958Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:53:19.976Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:53:20.124Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:53:20.278Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:53:20.278Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:53:20.427Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:53:20.539Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:53:20.580Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:54:20.598Z,auto_outside_comm_for_run_normal_4,command_sent,outbound,outside_communication,pending,0,source=schedule
2026-07-23T22:54:20.737Z,,link_ack,inbound,BASIC_OUTSIDE_COMM_CONNECTION_STATUS_MESSAGE,ack,,
2026-07-23T22:54:20.849Z,,application_ack,inbound,basic_dr,ack,14,opcode1=3
2026-07-23T22:54:20.889Z,auto_outside_comm_for_run_normal_4,command_completed,outbound,outside_communication,ok,0,source=schedule
2026-07-23T22:54:20.890Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:54:21.041Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:54:21.211Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:54:21.211Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:54:21.361Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:54:21.457Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:54:21.497Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:54:35.502Z,run_normal_4,command_sent,outbound,run_normal,pending,0,source=schedule
2026-07-23T22:54:35.582Z,,link_ack,inbound,BASIC_END_SHED_REQUEST,ack,,
2026-07-23T22:54:35.678Z,,application_ack,inbound,basic_dr,ack,2,opcode1=3
2026-07-23T22:54:35.719Z,run_normal_4,command_completed,outbound,run_normal,ok,0,source=schedule
2026-07-23T22:55:20.729Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:55:20.854Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:55:21.025Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:55:21.025Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:55:21.174Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:55:21.286Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:55:21.327Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:56:20.340Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:56:20.476Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:56:20.646Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:56:20.646Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:56:20.796Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:56:20.908Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:56:20.948Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:57:19.962Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:57:20.113Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:57:20.284Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:57:20.284Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:57:20.433Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:57:20.545Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:57:20.586Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:58:20.600Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:58:20.744Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:58:20.914Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:58:20.914Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:58:21.063Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:58:21.175Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:58:21.216Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:59:20.229Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:59:20.366Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:59:20.536Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:59:20.536Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:59:20.685Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:59:20.797Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:59:20.838Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:59:35.019Z,,command_sent,outbound,run_normal,pending,0,source=shutdown
2026-07-23T22:59:35.115Z,,link_ack,inbound,BASIC_END_SHED_REQUEST,ack,,
2026-07-23T22:59:35.227Z,,application_ack,inbound,basic_dr,ack,2,opcode1=3
2026-07-23T22:59:35.268Z,,command_completed,outbound,run_normal,ok,0,source=shutdown
2026-07-23T22:59:37.323Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:59:37.419Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:59:37.560Z,,controller_stopped,internal,controller,stopped,,
