# time,command,argument,event_id,value,units
1786306460,o,,auto_outside_comm_for_load_up_1,,
1786306475,l,0,load_up_1,,
1786307270,o,,auto_outside_comm_heartbeat_01,,
1786308080,o,,auto_outside_comm_heartbeat_02,,
1786308890,o,,auto_outside_comm_heartbeat_03,,
1786309700,o,,auto_outside_comm_heartbeat_04,,
1786310510,o,,auto_outside_comm_heartbeat_05,,
1786311320,o,,auto_outside_comm_heartbeat_06,,
1786311860,o,,auto_outside_comm_for_grid_emergency_1,,
1786311875,g,0,grid_emergency_1,,
1786312130,o,,auto_outside_comm_heartbeat_07,,
1786312940,o,,auto_outside_comm_heartbeat_08,,
1786313750,o,,auto_outside_comm_heartbeat_09,,
1786314560,o,,auto_outside_comm_heartbeat_10,,
1786315370,o,,auto_outside_comm_heartbeat_11,,
1786316180,o,,auto_outside_comm_heartbeat_12,,
1786316990,o,,auto_outside_comm_heartbeat_13,,
1786317800,o,,auto_outside_comm_heartbeat_14,,
1786318610,o,,auto_outside_comm_heartbeat_15,,
1786319420,o,,auto_outside_comm_heartbeat_16,,
1786320230,o,,auto_outside_comm_heartbeat_17,,
1786321040,o,,auto_outside_comm_heartbeat_18,,
1786321850,o,,auto_outside_comm_heartbeat_19,,
1786322660,o,,auto_outside_comm_heartbeat_20,,
1786323260,o,,auto_outside_comm_for_load_up_2,,
1786323275,l,0,load_up_2,,
1786323470,o,,auto_outside_comm_heartbeat_21,,
1786324280,o,,auto_outside_comm_heartbeat_22,,
1786325090,o,,auto_outside_comm_heartbeat_23,,
1786325900,o,,auto_outside_comm_heartbeat_24,,
1786326710,o,,auto_outside_comm_heartbeat_25,,
1786326860,o,,auto_outside_comm_for_run_normal_1,,
1786326875,e,0,run_normal_1,,
1786327520,o,,auto_outside_comm_heartbeat_26,,
