# time,command,argument,event_id,value,units,efficiency
1786417508,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786417523,a,60,advanced_load_up_1,10,3,1
1786417628,o,,auto_outside_comm_for_run_normal_1,,,
1786417643,e,0,run_normal_1,,,
1786417688,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786417703,a,0,advanced_load_up_2,100,1,2
1786417748,o,,auto_outside_comm_for_run_normal_2,,,
1786417763,e,0,run_normal_2,,,
1786417808,o,,auto_outside_comm_for_advanced_load_up_3,,,
1786417823,a,0,advanced_load_up_3,1000,0,4
1786417868,o,,auto_outside_comm_for_run_normal_3,,,
1786417883,e,0,run_normal_3,,,
1786417928,o,,auto_outside_comm_for_advanced_load_up_4,,,
1786417943,a,0,advanced_load_up_4,500,1,5
1786417988,o,,auto_outside_comm_for_run_normal_4,,,
1786418003,e,0,run_normal_4,,,
1786418048,o,,auto_outside_comm_for_advanced_load_up_5,,,
1786418063,a,100,advanced_load_up_5,70,2,6
1786418108,o,,auto_outside_comm_for_run_normal_5,,,
1786418123,e,0,run_normal_5,,,
1786418168,o,,auto_outside_comm_for_advanced_load_up_6,,,
1786418183,a,60,advanced_load_up_6,10,3,7
1786418228,o,,auto_outside_comm_for_run_normal_6,,,
1786418243,e,0,run_normal_6,,,
1786418288,o,,auto_outside_comm_for_advanced_load_up_7,,,
1786418303,a,60,advanced_load_up_7,10,3,8
1786418318,o,,auto_outside_comm_heartbeat_01,,,
