# time,command,argument,event_id,value,units
1785805978,o,,auto_outside_comm_for_load_up_1,,
1785805993,l,0,load_up_1,,
1785806788,o,,auto_outside_comm_heartbeat_01,,
1785807598,o,,auto_outside_comm_heartbeat_02,,
1785808408,o,,auto_outside_comm_heartbeat_03,,
1785809218,o,,auto_outside_comm_heartbeat_04,,
1785810028,o,,auto_outside_comm_heartbeat_05,,
1785810838,o,,auto_outside_comm_heartbeat_06,,
1785811378,o,,auto_outside_comm_for_run_normal_1,,
1785811393,e,0,run_normal_1,,
1785811648,o,,auto_outside_comm_heartbeat_07,,
1785812458,o,,auto_outside_comm_heartbeat_08,,
1785813268,o,,auto_outside_comm_heartbeat_09,,
1785814078,o,,auto_outside_comm_heartbeat_10,,
1785814888,o,,auto_outside_comm_heartbeat_11,,
1785815698,o,,auto_outside_comm_heartbeat_12,,
1785816508,o,,auto_outside_comm_heartbeat_13,,
1785817318,o,,auto_outside_comm_heartbeat_14,,
1785818128,o,,auto_outside_comm_heartbeat_15,,
1785818938,o,,auto_outside_comm_heartbeat_16,,
1785819748,o,,auto_outside_comm_heartbeat_17,,
1785820558,o,,auto_outside_comm_heartbeat_18,,
1785821368,o,,auto_outside_comm_heartbeat_19,,
1785822178,o,,auto_outside_comm_heartbeat_20,,
1785822778,o,,auto_outside_comm_for_load_up_2,,
1785822793,l,0,load_up_2,,
1785822988,o,,auto_outside_comm_heartbeat_21,,
1785823798,o,,auto_outside_comm_heartbeat_22,,
1785824608,o,,auto_outside_comm_heartbeat_23,,
1785825418,o,,auto_outside_comm_heartbeat_24,,
1785826228,o,,auto_outside_comm_heartbeat_25,,
1785826378,o,,auto_outside_comm_for_run_normal_2,,
1785826393,e,0,run_normal_2,,
1785827038,o,,auto_outside_comm_heartbeat_26,,
