timestamp_utc,test_elapsed_seconds,event_id,event,status,details
2026-07-28T00:22:33.820Z,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/run_2026_07_28_002233Z"",""water_output_enabled"":false}"
2026-07-28T00:22:34.024Z,0.204,,power_monitor,ready,"{""pid"":1799}"
2026-07-28T00:22:35.045Z,1.226,,cta_controller,started,"{""pid"":1800}"
2026-07-28T00:22:35.046Z,-14.954,,test_start_scheduled,pending,"{""test_start_utc"":""2026-07-28T00:22:50.000Z""}"
2026-07-28T00:22:50.079Z,0.080,,test_started,ok,{}
2026-07-28T01:15:50.024Z,3180.025,,cta_return_to_normal,requested,{}
2026-07-28T01:15:52.647Z,3182.648,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-07-28T01:15:52.713Z,3182.714,,power_monitor_shutdown,stopped,{}
2026-07-28T01:15:52.714Z,3182.714,,run_finished,completed,{}
