timestamp_utc,monitor_elapsed_seconds,status,record_reason,voltage_rms,current_rms,real_power,reactive_power,apparent_power,power_factor,voltage_rms_raw,current_rms_raw,real_power_raw,reactive_power_raw,apparent_power_raw
2026-07-23T02:01:20.713Z,0.001,ok,initial_sample,240.79252145922743,0.0,0.0,11.122902736621642,11.431872257083354,0.0263671875,27814,57,0,36,37
2026-07-23T02:02:21.027Z,60.311,ok,heartbeat,240.65398068669526,0.0,1.235878081846849,10.504963695698217,10.81393321615993,0.142578125,27798,57,2,34,35
2026-07-23T02:02:34.103Z,73.387,ok,current_change|power_change|heater_on,240.55007510729612,0.23684670257679427,46.34542806925684,44.49161094648657,64.26566025603616,0.720703125,27786,492,75,144,208
2026-07-23T02:02:37.121Z,76.405,ok,current_change,240.61068669527896,0.21343426990828357,42.637793823716294,39.85706813956089,58.70420888772533,0.7314453125,27793,449,69,129,190
2026-07-23T02:02:40.138Z,79.424,ok,current_change,240.62800429184546,0.1921997379531227,40.78397670094602,34.29561677125006,53.451727039876225,0.7626953125,27795,410,66,111,173
2026-07-23T02:03:04.261Z,103.545,ok,current_change,240.38555793991415,0.221056922405008,48.81718423295054,35.53149485309691,60.55802601049561,0.8056640625,27767,463,79,115,196
2026-07-23T02:03:06.273Z,105.557,ok,current_change,240.52409871244632,0.20145581598485948,43.25573286463972,34.913555812173485,55.92348320356992,0.7783203125,27783,427,70,113,181
2026-07-23T02:03:08.285Z,107.570,ok,current_change,240.59336909871243,0.2259571990100451,50.05306231479739,35.53149485309691,61.79390409234246,0.814453125,27791,472,81,115,200
2026-07-23T02:03:09.292Z,108.576,ok,current_change,240.45482832618023,0.20635609258989662,48.199245192027114,38.62119005771403,61.79390409234246,0.779296875,27775,436,78,125,200
2026-07-23T02:03:12.312Z,111.596,ok,current_change,240.3076287553648,0.22377929829669527,48.199245192027114,37.38531197586718,61.175965051419034,0.787109375,27758,468,78,121,198
2026-07-23T02:03:14.324Z,113.609,ok,current_change,240.4894635193133,0.20091134080652204,45.10954998740999,33.98664725078835,56.850391764955056,0.798828125,27779,426,73,110,184
2026-07-23T02:03:16.338Z,115.622,ok,current_change,240.5327575107296,0.21887902169165815,46.963367110180265,36.76737293494376,55.3055441626465,0.79296875,27784,459,76,119,179
2026-07-23T02:03:21.367Z,120.652,ok,current_change,240.41153433476393,0.19165526277478523,40.78397670094602,34.29561677125006,53.451727039876225,0.7626953125,27770,409,66,111,173
2026-07-23T02:03:25.391Z,124.675,ok,current_change,240.67995708154504,0.21887902169165815,47.58130615110369,36.14943389402033,59.940086969572185,0.79296875,27801,459,77,117,194
2026-07-23T02:03:27.403Z,126.688,ok,current_change,240.6886158798283,0.19710001455815981,46.34542806925684,34.29561677125006,58.086269846801905,0.802734375,27802,419,75,111,188
2026-07-23T02:03:29.416Z,128.700,ok,current_change,240.58471030042915,0.21724559615664576,47.58130615110369,35.840464373558625,59.63111744911047,0.7978515625,27790,456,77,116,193
2026-07-23T02:03:33.439Z,132.723,ok,current_change,240.6626394849785,0.19655553937982237,42.01985478279287,34.604586291711776,54.687605121723074,0.7734375,27799,418,68,112,177
2026-07-23T02:03:34.446Z,133.730,ok,current_change,240.6712982832618,0.221056922405008,48.199245192027114,36.14943389402033,60.55802601049561,0.80078125,27800,463,78,117,196
2026-07-23T02:03:36.458Z,135.742,ok,current_change,240.52409871244632,0.19056631241811034,42.01985478279287,32.44179964847979,53.14275751941451,0.7900390625,27783,407,68,105,172
2026-07-23T02:03:37.464Z,136.749,ok,current_change|power_change,240.37689914163087,1.0562818459746686,213.8069081595049,150.15918694439216,261.3882143106086,0.8173828125,27766,1997,346,486,846
2026-07-23T02:03:38.471Z,137.755,ok,current_change|power_change,240.51543991416307,1.138497597903625,239.1424088373653,147.06949173977503,281.16226362015817,0.8515625,27782,2148,387,476,910
2026-07-23T02:03:39.479Z,138.763,ok,current_change,240.5327575107296,1.1864114135973212,250.88325061491037,149.85021742393045,292.5941358772415,0.8583984375,27784,2236,406,485,947
2026-07-23T02:03:40.485Z,139.769,ok,current_change,240.50678111587982,1.207645945552482,260.77027526968516,153.2488821490093,302.79013005247805,0.861328125,27781,2275,422,496,980
2026-07-23T02:03:41.492Z,140.776,ok,current_change,240.58471030042915,1.2310583782209927,264.4779095152257,147.99640030116018,303.4080690934015,0.8720703125,27790,2318,428,479,982
2026-07-23T02:03:42.498Z,141.782,ok,current_change,240.59336909871243,1.258826612316203,271.2752389653834,149.85021742393045,310.2053985435591,0.875,27791,2369,439,485,1004
2026-07-23T02:03:45.516Z,144.800,ok,current_change,240.60202789699568,1.2827835201630513,276.8366903336942,152.32197358762414,317.0027279937168,0.8740234375,27792,2413,448,493,1026
2026-07-23T02:03:47.528Z,146.813,ok,current_change,240.5327575107296,1.3100072790799242,283.6340197838519,153.557851669471,322.56417936202763,0.87890625,27784,2463,459,497,1044
2026-07-23T02:03:48.535Z,147.819,ok,current_change,240.6193454935622,1.3274304847867229,289.19547115216267,151.70403454670074,326.8897526484916,0.884765625,27794,2495,468,491,1058
2026-07-23T02:03:50.544Z,149.831,ok,current_change,240.54141630901285,1.3475760663852088,292.90310539770326,155.10269927177956,331.52429545541725,0.8828125,27785,2532,474,502,1073
2026-07-23T02:03:51.548Z,150.835,ok,current_change|power_change,240.47214592274676,1.4553821516960255,321.32830128018077,155.720638312703,357.4777351742011,0.8994140625,27777,2730,520,504,1157
2026-07-23T02:03:52.550Z,151.838,ok,current_change|power_change,240.42019313304718,1.6072907264521763,357.78670469466283,164.06281536516923,393.93613858868315,0.908203125,27771,3009,579,531,1275
2026-07-23T02:03:54.555Z,153.843,ok,current_change,240.44616952789698,1.5631882370068422,347.89968003988804,159.73724207870524,383.12220537252324,0.908203125,27774,2928,563,517,1240
2026-07-23T02:03:55.561Z,154.846,ok,current_change,240.42019313304718,1.4994846411413596,331.21532593495556,160.04621159916695,367.9826988698993,0.8994140625,27771,2811,536,518,1191
