# time,command,argument,event_id,value,units,efficiency
1788131918,o,,auto_outside_comm_for_shed_1,,,
1788131933,s,0,shed_1,,,
1788132728,o,,auto_outside_comm_heartbeat_01,,,
1788133538,o,,auto_outside_comm_heartbeat_02,,,
1788134348,o,,auto_outside_comm_heartbeat_03,,,
1788135158,o,,auto_outside_comm_heartbeat_04,,,
1788135968,o,,auto_outside_comm_heartbeat_05,,,
1788136778,o,,auto_outside_comm_heartbeat_06,,,
1788137588,o,,auto_outside_comm_heartbeat_07,,,
1788138398,o,,auto_outside_comm_heartbeat_08,,,
1788139208,o,,auto_outside_comm_heartbeat_09,,,
1788140018,o,,auto_outside_comm_heartbeat_10,,,
1788140828,o,,auto_outside_comm_heartbeat_11,,,
1788141638,o,,auto_outside_comm_heartbeat_12,,,
1788142448,o,,auto_outside_comm_heartbeat_13,,,
1788143258,o,,auto_outside_comm_heartbeat_14,,,
1788144068,o,,auto_outside_comm_heartbeat_15,,,
1788144878,o,,auto_outside_comm_heartbeat_16,,,
1788145688,o,,auto_outside_comm_heartbeat_17,,,
1788146498,o,,auto_outside_comm_heartbeat_18,,,
1788147308,o,,auto_outside_comm_heartbeat_19,,,
1788148118,o,,auto_outside_comm_heartbeat_20,,,
1788148928,o,,auto_outside_comm_heartbeat_21,,,
1788149738,o,,auto_outside_comm_heartbeat_22,,,
