timestamp_pacific,response_code,response_name,electricity_commodity_code,cumulative_electricity_Wh,instantaneous_electricity_W,total_storage_commodity_code,total_energy_storage_Wh,present_storage_commodity_code,present_energy_storage_Wh,advanced_total_storage_commodity_code,advanced_total_energy_storage_Wh,advanced_present_storage_commodity_code,advanced_present_energy_storage_Wh,operational_state
2026-08-30 16:18:38,0,success,0,28607,0,6,4026,7,0,,,,,0
2026-08-30 16:19:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:20:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:21:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:22:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:23:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:24:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:25:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:26:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:27:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:28:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:29:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:30:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:31:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:32:38,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:33:39,0,success,0,28607,0,6,4026,7,0,,,,,4
2026-08-30 16:34:38,0,success,0,28607,0,6,4026,7,150,,,,,4
2026-08-30 16:35:38,0,success,0,28607,0,6,4026,7,150,,,,,4
2026-08-30 16:36:38,0,success,0,28607,0,6,4026,7,150,,,,,4
2026-08-30 16:37:38,0,success,0,28607,0,6,4026,7,300,,,,,4
2026-08-30 16:38:39,0,success,0,28607,0,6,4026,7,300,,,,,4
2026-08-30 16:39:38,0,success,0,28607,0,6,4026,7,300,,,,,4
2026-08-30 16:40:38,0,success,0,28607,0,6,4026,7,300,,,,,4
2026-08-30 16:41:38,0,success,0,28607,0,6,4026,7,300,,,,,4
2026-08-30 16:42:38,0,success,0,28607,0,6,4026,7,375,,,,,4
2026-08-30 16:43:39,0,success,0,28607,0,6,4026,7,375,,,,,4
2026-08-30 16:44:38,0,success,0,28607,0,6,4026,7,375,,,,,4
2026-08-30 16:45:39,0,success,0,28607,0,6,4026,7,450,,,,,4
2026-08-30 16:46:38,0,success,0,28607,0,6,4026,7,450,,,,,4
2026-08-30 16:47:38,0,success,0,28607,0,6,4026,7,525,,,,,4
2026-08-30 16:48:38,0,success,0,28607,0,6,4026,7,750,,,,,4
2026-08-30 16:49:39,0,success,0,28607,0,6,4026,7,750,,,,,4
2026-08-30 16:50:39,0,success,0,28607,0,6,4026,7,825,,,,,4
2026-08-30 16:51:38,0,success,0,28607,0,6,4026,7,975,,,,,4
2026-08-30 16:52:38,0,success,0,28607,0,6,4026,7,1200,,,,,4
2026-08-30 16:53:38,0,success,0,28607,0,6,4026,7,1575,,,,,4
2026-08-30 16:54:39,0,success,0,28607,0,6,4026,7,2325,,,,,4
2026-08-30 16:55:39,0,success,0,28607,0,6,4026,7,2400,,,,,4
2026-08-30 16:56:38,0,success,0,28607,0,6,4026,7,2400,,,,,4
2026-08-30 16:57:38,0,success,0,28607,0,6,4026,7,2400,,,,,4
2026-08-30 16:58:38,0,success,0,28607,0,6,4026,7,2475,,,,,4
2026-08-30 16:59:38,0,success,0,28607,0,6,4026,7,2550,,,,,4
2026-08-30 17:00:38,0,success,0,28607,0,6,4026,7,2400,,,,,4
2026-08-30 17:01:39,0,success,0,28620,800,6,4026,7,2550,,,,,2
2026-08-30 17:02:39,0,success,0,28708,5300,6,4026,7,3075,,,,,2
2026-08-30 17:03:38,0,success,0,28796,5300,6,4026,7,2925,,,,,2
2026-08-30 17:04:38,0,success,0,28884,5300,6,4026,7,2775,,,,,2
2026-08-30 17:05:38,0,success,0,28972,5300,6,4026,7,2700,,,,,2
2026-08-30 17:06:39,0,success,0,29060,5300,6,4026,7,2625,,,,,2
2026-08-30 17:07:39,0,success,0,29148,5300,6,4026,7,2475,,,,,2
2026-08-30 17:08:38,0,success,0,29236,5300,6,4026,7,2400,,,,,2
2026-08-30 17:09:38,0,success,0,29324,5300,6,4026,7,2250,,,,,2
2026-08-30 17:10:38,0,success,0,29412,5300,6,4026,7,2175,,,,,2
2026-08-30 17:11:39,0,success,0,29425,800,6,4026,7,2175,,,,,2
2026-08-30 17:12:39,0,success,0,29438,800,6,4026,7,2025,,,,,2
2026-08-30 17:13:39,0,success,0,29451,800,6,4026,7,1950,,,,,2
