# time,command,argument,event_id,value,units,efficiency
1788301622,o,,auto_outside_comm_for_critical_peak_1,,,
1788301637,c,0,critical_peak_1,,,
1788302222,o,,auto_outside_comm_heartbeat_01,,,
1788302822,o,,auto_outside_comm_heartbeat_02,,,
1788303422,o,,auto_outside_comm_heartbeat_03,,,
1788304022,o,,auto_outside_comm_heartbeat_04,,,
1788304622,o,,auto_outside_comm_heartbeat_05,,,
1788305222,o,,auto_outside_comm_heartbeat_06,,,
1788305822,o,,auto_outside_comm_heartbeat_07,,,
1788306422,o,,auto_outside_comm_heartbeat_08,,,
1788307022,o,,auto_outside_comm_heartbeat_09,,,
1788307622,o,,auto_outside_comm_heartbeat_10,,,
1788308222,o,,auto_outside_comm_heartbeat_11,,,
1788308822,o,,auto_outside_comm_heartbeat_12,,,
1788309422,o,,auto_outside_comm_heartbeat_13,,,
1788310022,o,,auto_outside_comm_heartbeat_14,,,
1788310622,o,,auto_outside_comm_heartbeat_15,,,
1788311222,o,,auto_outside_comm_heartbeat_16,,,
1788311822,o,,auto_outside_comm_heartbeat_17,,,
1788312422,o,,auto_outside_comm_heartbeat_18,,,
1788313022,o,,auto_outside_comm_heartbeat_19,,,
1788313622,o,,auto_outside_comm_heartbeat_20,,,
1788314222,o,,auto_outside_comm_heartbeat_21,,,
1788314822,o,,auto_outside_comm_heartbeat_22,,,
1788315422,o,,auto_outside_comm_heartbeat_23,,,
1788316022,o,,auto_outside_comm_heartbeat_24,,,
1788316622,o,,auto_outside_comm_heartbeat_25,,,
1788317222,o,,auto_outside_comm_heartbeat_26,,,
1788317822,o,,auto_outside_comm_heartbeat_27,,,
1788318422,o,,auto_outside_comm_heartbeat_28,,,
1788319022,o,,auto_outside_comm_heartbeat_29,,,
1788319622,o,,auto_outside_comm_heartbeat_30,,,
1788320222,o,,auto_outside_comm_heartbeat_31,,,
1788320822,o,,auto_outside_comm_heartbeat_32,,,
1788321422,o,,auto_outside_comm_heartbeat_33,,,
1788322022,o,,auto_outside_comm_heartbeat_34,,,
1788322622,o,,auto_outside_comm_heartbeat_35,,,
1788323222,o,,auto_outside_comm_heartbeat_36,,,
1788323822,o,,auto_outside_comm_heartbeat_37,,,
1788324422,o,,auto_outside_comm_heartbeat_38,,,
1788325022,o,,auto_outside_comm_heartbeat_39,,,
1788325622,o,,auto_outside_comm_heartbeat_40,,,
1788326222,o,,auto_outside_comm_heartbeat_41,,,
1788326822,o,,auto_outside_comm_heartbeat_42,,,
1788327422,o,,auto_outside_comm_heartbeat_43,,,
1788328022,o,,auto_outside_comm_heartbeat_44,,,
1788328622,o,,auto_outside_comm_heartbeat_45,,,
1788329222,o,,auto_outside_comm_heartbeat_46,,,
1788329822,o,,auto_outside_comm_heartbeat_47,,,
1788330422,o,,auto_outside_comm_heartbeat_48,,,
1788331022,o,,auto_outside_comm_heartbeat_49,,,
1788331622,o,,auto_outside_comm_heartbeat_50,,,
1788332222,o,,auto_outside_comm_heartbeat_51,,,
1788332822,o,,auto_outside_comm_heartbeat_52,,,
1788333422,o,,auto_outside_comm_heartbeat_53,,,
1788334022,o,,auto_outside_comm_heartbeat_54,,,
1788334622,o,,auto_outside_comm_heartbeat_55,,,
1788335222,o,,auto_outside_comm_heartbeat_56,,,
1788335822,o,,auto_outside_comm_heartbeat_57,,,
1788336422,o,,auto_outside_comm_heartbeat_58,,,
1788337022,o,,auto_outside_comm_heartbeat_59,,,
1788337622,o,,auto_outside_comm_heartbeat_60,,,
1788338222,o,,auto_outside_comm_heartbeat_61,,,
1788338822,o,,auto_outside_comm_heartbeat_62,,,
1788339422,o,,auto_outside_comm_heartbeat_63,,,
1788340022,o,,auto_outside_comm_heartbeat_64,,,
1788340622,o,,auto_outside_comm_heartbeat_65,,,
1788341222,o,,auto_outside_comm_heartbeat_66,,,
1788341822,o,,auto_outside_comm_heartbeat_67,,,
1788342422,o,,auto_outside_comm_heartbeat_68,,,
1788343022,o,,auto_outside_comm_heartbeat_69,,,
1788343622,o,,auto_outside_comm_heartbeat_70,,,
1788344222,o,,auto_outside_comm_heartbeat_71,,,
1788344822,o,,auto_outside_comm_heartbeat_72,,,
1788345422,o,,auto_outside_comm_heartbeat_73,,,
1788346022,o,,auto_outside_comm_heartbeat_74,,,
1788346622,o,,auto_outside_comm_heartbeat_75,,,
1788347222,o,,auto_outside_comm_heartbeat_76,,,
1788347822,o,,auto_outside_comm_heartbeat_77,,,
1788348422,o,,auto_outside_comm_heartbeat_78,,,
1788349022,o,,auto_outside_comm_heartbeat_79,,,
1788349622,o,,auto_outside_comm_heartbeat_80,,,
1788350222,o,,auto_outside_comm_heartbeat_81,,,
1788350822,o,,auto_outside_comm_heartbeat_82,,,
1788351422,o,,auto_outside_comm_heartbeat_83,,,
1788352022,o,,auto_outside_comm_heartbeat_84,,,
1788352622,o,,auto_outside_comm_heartbeat_85,,,
1788353222,o,,auto_outside_comm_heartbeat_86,,,
1788353822,o,,auto_outside_comm_heartbeat_87,,,
1788354422,o,,auto_outside_comm_heartbeat_88,,,
1788355022,o,,auto_outside_comm_heartbeat_89,,,
1788355622,o,,auto_outside_comm_heartbeat_90,,,
1788356222,o,,auto_outside_comm_heartbeat_91,,,
1788356822,o,,auto_outside_comm_heartbeat_92,,,
1788357422,o,,auto_outside_comm_heartbeat_93,,,
1788358022,o,,auto_outside_comm_heartbeat_94,,,
1788358622,o,,auto_outside_comm_heartbeat_95,,,
1788359222,o,,auto_outside_comm_heartbeat_96,,,
