# time,command,argument,event_id,value,units,efficiency
1788462335,o,,auto_outside_comm_for_advanced_load_up_1,,,
1788462350,a,65535,advanced_load_up_1,100,2,1
1788462935,o,,auto_outside_comm_heartbeat_01,,,
1788463535,o,,auto_outside_comm_heartbeat_02,,,
1788464135,o,,auto_outside_comm_heartbeat_03,,,
1788464735,o,,auto_outside_comm_heartbeat_04,,,
1788465335,o,,auto_outside_comm_heartbeat_05,,,
1788465935,o,,auto_outside_comm_heartbeat_06,,,
1788466535,o,,auto_outside_comm_heartbeat_07,,,
1788467135,o,,auto_outside_comm_heartbeat_08,,,
1788467735,o,,auto_outside_comm_heartbeat_09,,,
1788468335,o,,auto_outside_comm_heartbeat_10,,,
1788468935,o,,auto_outside_comm_heartbeat_11,,,
1788469535,o,,auto_outside_comm_heartbeat_12,,,
1788470135,o,,auto_outside_comm_heartbeat_13,,,
1788470735,o,,auto_outside_comm_heartbeat_14,,,
1788471335,o,,auto_outside_comm_for_shed_1,,,
1788471350,s,0,shed_1,,,
1788471935,o,,auto_outside_comm_heartbeat_16,,,
1788472535,o,,auto_outside_comm_heartbeat_17,,,
1788473135,o,,auto_outside_comm_heartbeat_18,,,
1788473735,o,,auto_outside_comm_heartbeat_19,,,
1788474335,o,,auto_outside_comm_heartbeat_20,,,
1788474935,o,,auto_outside_comm_heartbeat_21,,,
1788475535,o,,auto_outside_comm_heartbeat_22,,,
1788476135,o,,auto_outside_comm_heartbeat_23,,,
1788476735,o,,auto_outside_comm_heartbeat_24,,,
1788477335,o,,auto_outside_comm_heartbeat_25,,,
1788477935,o,,auto_outside_comm_heartbeat_26,,,
1788478535,o,,auto_outside_comm_heartbeat_27,,,
1788479135,o,,auto_outside_comm_heartbeat_28,,,
1788479735,o,,auto_outside_comm_heartbeat_29,,,
1788480335,o,,auto_outside_comm_heartbeat_30,,,
1788480935,o,,auto_outside_comm_heartbeat_31,,,
1788481535,o,,auto_outside_comm_heartbeat_32,,,
1788482135,o,,auto_outside_comm_heartbeat_33,,,
1788482735,o,,auto_outside_comm_for_advanced_load_up_2,,,
1788482750,a,65535,advanced_load_up_2,100,2,9
1788483335,o,,auto_outside_comm_heartbeat_35,,,
1788483935,o,,auto_outside_comm_heartbeat_36,,,
1788484535,o,,auto_outside_comm_heartbeat_37,,,
1788485135,o,,auto_outside_comm_heartbeat_38,,,
1788485735,o,,auto_outside_comm_heartbeat_39,,,
1788486335,o,,auto_outside_comm_for_run_normal_1,,,
1788486350,e,0,run_normal_1,,,
1788486935,o,,auto_outside_comm_heartbeat_41,,,
1788487535,o,,auto_outside_comm_heartbeat_42,,,
