# time,command,argument,event_id,value,units,efficiency
1788135779,o,,auto_outside_comm_for_shed_1,,,
1788135794,s,0,shed_1,,,
1788136589,o,,auto_outside_comm_heartbeat_01,,,
1788137399,o,,auto_outside_comm_heartbeat_02,,,
1788138209,o,,auto_outside_comm_heartbeat_03,,,
1788139019,o,,auto_outside_comm_heartbeat_04,,,
1788139829,o,,auto_outside_comm_heartbeat_05,,,
1788140639,o,,auto_outside_comm_heartbeat_06,,,
1788141449,o,,auto_outside_comm_heartbeat_07,,,
1788142259,o,,auto_outside_comm_heartbeat_08,,,
1788143069,o,,auto_outside_comm_heartbeat_09,,,
1788143879,o,,auto_outside_comm_heartbeat_10,,,
1788144689,o,,auto_outside_comm_heartbeat_11,,,
1788145499,o,,auto_outside_comm_heartbeat_12,,,
1788146309,o,,auto_outside_comm_heartbeat_13,,,
1788147119,o,,auto_outside_comm_heartbeat_14,,,
1788147929,o,,auto_outside_comm_heartbeat_15,,,
1788148739,o,,auto_outside_comm_heartbeat_16,,,
1788149549,o,,auto_outside_comm_heartbeat_17,,,
