timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-03T18:30:15.282-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-4/run_2026_08_03_183015_PDT"",""water_output_enabled"":true,""outside_communication_heartbeat_enabled"":true}"
2026-08-03T18:30:15.486-07:00,0.204,,power_monitor,ready,"{""pid"":17525}"
2026-08-03T18:30:16.517-07:00,1.235,,cta_controller,started,"{""pid"":17526}"
2026-08-03T18:30:16.517-07:00,-14.482,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-03T18:30:31.000-07:00""}"
2026-08-03T18:30:31.152-07:00,0.153,,test_started,ok,{}
2026-08-03T20:30:31.021-07:00,7200.022,water_draw_1,water_draw_started,started,"{""pid"":17730,""target_volume_gal"":15.0}"
2026-08-03T20:37:31.196-07:00,7620.197,water_draw_1,water_draw_completed,ok,"{""return_code"":0}"
2026-08-03T21:00:31.150-07:00,9000.151,water_draw_2,water_draw_started,started,"{""pid"":17774,""target_volume_gal"":2.0}"
2026-08-03T21:01:25.874-07:00,9054.874,water_draw_2,water_draw_completed,ok,"{""return_code"":0}"
2026-08-03T22:10:31.105-07:00,13200.105,water_draw_3,water_draw_started,started,"{""pid"":17918,""target_volume_gal"":9.0}"
2026-08-03T22:14:48.331-07:00,13457.332,water_draw_3,water_draw_completed,ok,"{""return_code"":0}"
2026-08-04T00:30:31.003-07:00,21600.004,,cta_return_to_normal,requested,{}
2026-08-04T00:30:33.525-07:00,21602.526,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-04T00:30:33.591-07:00,21602.591,,power_monitor_shutdown,stopped,{}
2026-08-04T00:30:33.591-07:00,21602.591,,run_finished,completed,{}
