# time,command,argument,event_id,value,units,efficiency
1786771576,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786771591,a,0,advanced_load_up_1,100,2,9
1786772386,o,,auto_outside_comm_heartbeat_01,,,
1786773196,o,,auto_outside_comm_heartbeat_02,,,
1786774006,o,,auto_outside_comm_heartbeat_03,,,
1786774816,o,,auto_outside_comm_heartbeat_04,,,
1786775626,o,,auto_outside_comm_heartbeat_05,,,
1786776436,o,,auto_outside_comm_heartbeat_06,,,
1786777246,o,,auto_outside_comm_heartbeat_07,,,
1786778056,o,,auto_outside_comm_heartbeat_08,,,
1786778866,o,,auto_outside_comm_heartbeat_09,,,
1786779676,o,,auto_outside_comm_heartbeat_10,,,
1786780486,o,,auto_outside_comm_heartbeat_11,,,
1786780576,o,,auto_outside_comm_for_shed_1,,,
1786780591,s,0,shed_1,,,
1786781296,o,,auto_outside_comm_heartbeat_12,,,
1786782106,o,,auto_outside_comm_heartbeat_13,,,
1786782916,o,,auto_outside_comm_heartbeat_14,,,
1786783726,o,,auto_outside_comm_heartbeat_15,,,
1786784536,o,,auto_outside_comm_heartbeat_16,,,
1786785346,o,,auto_outside_comm_heartbeat_17,,,
1786786156,o,,auto_outside_comm_heartbeat_18,,,
1786786966,o,,auto_outside_comm_heartbeat_19,,,
1786787776,o,,auto_outside_comm_heartbeat_20,,,
1786788586,o,,auto_outside_comm_heartbeat_21,,,
1786789396,o,,auto_outside_comm_heartbeat_22,,,
1786790206,o,,auto_outside_comm_heartbeat_23,,,
1786791016,o,,auto_outside_comm_heartbeat_24,,,
1786791826,o,,auto_outside_comm_heartbeat_25,,,
1786791976,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786791991,a,0,advanced_load_up_2,100,2,9
1786792636,o,,auto_outside_comm_heartbeat_26,,,
1786793446,o,,auto_outside_comm_heartbeat_27,,,
1786794256,o,,auto_outside_comm_heartbeat_28,,,
1786795066,o,,auto_outside_comm_heartbeat_29,,,
1786795576,o,,auto_outside_comm_for_run_normal_1,,,
1786795591,e,0,run_normal_1,,,
1786795876,o,,auto_outside_comm_heartbeat_30,,,
1786796686,o,,auto_outside_comm_heartbeat_31,,,
