POWER_MONITOR_READY {"output_csv": "/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-4/run_2026_08_13_170426_PDT/power.csv", "timestamp_pacific": "2026-08-13T17:04:26.724-07:00"}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:04:26.727-07:00", "status": "ok", "reasons": ["initial_sample"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:04:55.887-07:00", "status": "ok", "reasons": ["current_change", "heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:02.929-07:00", "status": "ok", "reasons": ["heater_off"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:03.935-07:00", "status": "ok", "reasons": ["heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:06.954-07:00", "status": "ok", "reasons": ["heater_off"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:08.966-07:00", "status": "ok", "reasons": ["heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:09.973-07:00", "status": "ok", "reasons": ["heater_off"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:11.985-07:00", "status": "ok", "reasons": ["heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:12.992-07:00", "status": "ok", "reasons": ["heater_off"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:05:59.261-07:00", "status": "ok", "reasons": ["heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:00.268-07:00", "status": "ok", "reasons": ["heater_off"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:21.390-07:00", "status": "ok", "reasons": ["current_change", "power_change", "heater_on"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:22.397-07:00", "status": "ok", "reasons": ["current_change", "power_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:23.403-07:00", "status": "ok", "reasons": ["current_change", "power_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:25.416-07:00", "status": "ok", "reasons": ["current_change", "power_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:26.422-07:00", "status": "ok", "reasons": ["current_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:06:46.542-07:00", "status": "ok", "reasons": ["current_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:07:46.893-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:08:47.245-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:09:47.597-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:10:47.949-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:11:48.301-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:12:48.652-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:13:49.002-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:14:49.351-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:15:49.703-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:16:50.054-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:17:50.405-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:18:50.756-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:19:51.106-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:20:51.458-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-13T17:21:51.808-07:00", "status": "ok", "reasons": ["heartbeat"]}
