event_id,scheduled_utc,offset_seconds,action,command_code,duration_byte,requested_duration_seconds,represented_duration_seconds,advanced_duration_minutes,advanced_value,advanced_units,expected_operational_states,generated,prerequisite_for
auto_outside_comm_for_shed_1,2026-07-28T03:04:42Z,-15,outside_communication,o,,,,,,,,true,shed_1
shed_1,2026-07-28T03:04:57Z,0,shed,s,10,180,200,,,,2|4,false,
auto_outside_comm_for_advanced_load_up_1,2026-07-28T03:07:42Z,165,outside_communication,o,,,,,,,,true,advanced_load_up_1
advanced_load_up_1,2026-07-28T03:07:57Z,180,advanced_load_up,a,,,,0,5,2,3|6,false,
auto_outside_comm_for_run_normal_1,2026-07-28T03:10:42Z,345,outside_communication,o,,,,,,,,true,run_normal_1
run_normal_1,2026-07-28T03:10:57Z,360,run_normal,e,15,420,450,,,,0|1,false,
