# time,command,argument,event_id,value,units
1785806342,o,,auto_outside_comm_for_load_up_1,,
1785806357,l,0,load_up_1,,
1785807152,o,,auto_outside_comm_heartbeat_01,,
1785807962,o,,auto_outside_comm_heartbeat_02,,
1785808772,o,,auto_outside_comm_heartbeat_03,,
1785809582,o,,auto_outside_comm_heartbeat_04,,
1785810392,o,,auto_outside_comm_heartbeat_05,,
1785811202,o,,auto_outside_comm_heartbeat_06,,
1785811742,o,,auto_outside_comm_for_run_normal_1,,
1785811757,e,0,run_normal_1,,
1785812012,o,,auto_outside_comm_heartbeat_07,,
1785812822,o,,auto_outside_comm_heartbeat_08,,
1785813632,o,,auto_outside_comm_heartbeat_09,,
1785814442,o,,auto_outside_comm_heartbeat_10,,
1785815252,o,,auto_outside_comm_heartbeat_11,,
1785816062,o,,auto_outside_comm_heartbeat_12,,
1785816872,o,,auto_outside_comm_heartbeat_13,,
1785817682,o,,auto_outside_comm_heartbeat_14,,
1785818492,o,,auto_outside_comm_heartbeat_15,,
1785819302,o,,auto_outside_comm_heartbeat_16,,
1785820112,o,,auto_outside_comm_heartbeat_17,,
1785820922,o,,auto_outside_comm_heartbeat_18,,
1785821732,o,,auto_outside_comm_heartbeat_19,,
1785822542,o,,auto_outside_comm_heartbeat_20,,
1785823142,o,,auto_outside_comm_for_load_up_2,,
1785823157,l,0,load_up_2,,
1785823352,o,,auto_outside_comm_heartbeat_21,,
1785824162,o,,auto_outside_comm_heartbeat_22,,
1785824972,o,,auto_outside_comm_heartbeat_23,,
1785825782,o,,auto_outside_comm_heartbeat_24,,
1785826592,o,,auto_outside_comm_heartbeat_25,,
1785826742,o,,auto_outside_comm_for_run_normal_2,,
1785826757,e,0,run_normal_2,,
1785827402,o,,auto_outside_comm_heartbeat_26,,
