# time,command,argument,event_id,value,units,efficiency
1787856088,o,,auto_outside_comm_for_load_up_1,,,
1787856103,l,0,load_up_1,,,
1787856898,o,,auto_outside_comm_heartbeat_01,,,
1787857708,o,,auto_outside_comm_heartbeat_02,,,
1787858518,o,,auto_outside_comm_heartbeat_03,,,
1787859328,o,,auto_outside_comm_heartbeat_04,,,
1787860138,o,,auto_outside_comm_heartbeat_05,,,
1787860948,o,,auto_outside_comm_heartbeat_06,,,
1787861488,o,,auto_outside_comm_for_run_normal_1,,,
1787861503,e,0,run_normal_1,,,
1787861758,o,,auto_outside_comm_heartbeat_07,,,
1787862568,o,,auto_outside_comm_heartbeat_08,,,
1787863378,o,,auto_outside_comm_heartbeat_09,,,
1787864188,o,,auto_outside_comm_heartbeat_10,,,
1787864998,o,,auto_outside_comm_heartbeat_11,,,
