event_id,timestamp_pacific,draw_elapsed_seconds,status,stop_reason,valve_state,target_volume_gal,accumulated_volume_gal,flow_gpm,hot_temp_c,hot_temp_f,cold_temp_c,cold_temp_f,ambient_temp_c,ambient_temp_f,hot_raw_counts,cold_raw_counts,flow_raw_counts,ambient_raw_counts,cold_source_station,cold_source_timestamp_pacific
water_draw_1,2026-08-19T10:21:53.176-07:00,0.245,drawing,,open,6.0,0.014211,3.476875,25.00,77.00,26.25,79.25,22.40,72.32,1200,1212,1122,224,WH-station1,2026-08-19T10:21:53.175-07:00
water_draw_1,2026-08-19T10:21:53.678-07:00,1.247,drawing,,open,6.0,0.072276,3.476875,25.10,77.19,26.25,79.25,21.60,70.88,1201,1212,1122,216,WH-station1,2026-08-19T10:21:53.677-07:00
water_draw_1,2026-08-19T10:21:54.180-07:00,1.749,drawing,,open,6.0,0.102172,3.573854,25.52,77.94,26.15,79.06,21.90,71.42,1205,1211,1141,219,WH-station1,2026-08-19T10:21:54.179-07:00
water_draw_1,2026-08-19T10:21:54.682-07:00,2.251,drawing,,open,6.0,0.131901,3.553438,25.94,78.69,26.25,79.25,22.20,71.96,1209,1212,1137,222,WH-station1,2026-08-19T10:21:54.681-07:00
water_draw_1,2026-08-19T10:21:55.184-07:00,2.753,drawing,,open,6.0,0.160651,3.436042,26.25,79.25,26.46,79.62,22.10,71.78,1212,1214,1114,221,WH-station1,2026-08-19T10:21:55.183-07:00
water_draw_1,2026-08-19T10:21:55.686-07:00,3.255,drawing,,open,6.0,0.189056,3.395208,26.67,80.00,26.35,79.44,21.60,70.88,1216,1213,1106,216,WH-station1,2026-08-19T10:21:55.685-07:00
water_draw_1,2026-08-19T10:21:56.188-07:00,3.757,drawing,,open,6.0,0.216959,3.333958,27.19,80.94,26.35,79.44,22.30,72.14,1221,1213,1094,223,WH-station1,2026-08-19T10:21:56.187-07:00
water_draw_1,2026-08-19T10:21:56.690-07:00,4.259,drawing,,open,6.0,0.244435,3.282917,27.81,82.06,26.35,79.44,22.30,72.14,1227,1213,1084,223,WH-station1,2026-08-19T10:21:56.690-07:00
water_draw_1,2026-08-19T10:21:57.193-07:00,4.762,drawing,,open,6.0,0.271657,3.252292,28.75,83.75,26.35,79.44,22.20,71.96,1236,1213,1078,222,WH-station1,2026-08-19T10:21:57.192-07:00
water_draw_1,2026-08-19T10:21:57.698-07:00,5.264,drawing,,open,6.0,0.298883,3.252292,29.17,84.50,26.77,80.19,21.50,70.70,1240,1217,1078,215,WH-station1,2026-08-19T10:21:57.696-07:00
water_draw_1,2026-08-19T10:21:58.203-07:00,5.774,drawing,,open,6.0,0.326431,3.242083,29.79,85.62,26.77,80.19,22.20,71.96,1246,1217,1076,222,WH-station1,2026-08-19T10:21:58.201-07:00
water_draw_1,2026-08-19T10:21:58.708-07:00,6.275,drawing,,open,6.0,0.353330,3.221667,30.42,86.75,26.46,79.62,21.80,71.24,1252,1214,1072,218,WH-station1,2026-08-19T10:21:58.707-07:00
water_draw_1,2026-08-19T10:21:59.214-07:00,6.780,drawing,,open,6.0,0.380065,3.175729,30.73,87.31,26.98,80.56,22.10,71.78,1255,1219,1063,221,WH-station1,2026-08-19T10:21:59.212-07:00
