timestamp_pacific,monitor_elapsed_seconds,status,record_reason,voltage_rms,current_rms,real_power,reactive_power,apparent_power,power_factor
2026-08-09T13:10:08.491-07:00,0.001,ok,initial_sample,120.214,0.000,2.314,8.099,9.256,0.250
2026-08-09T13:10:46.687-07:00,38.193,ok,current_change|heater_on,120.244,0.149,18.512,23.140,28.925,0.640
2026-08-09T13:10:47.693-07:00,39.199,ok,current_change|heater_off,120.136,0.000,13.884,18.512,23.140,0.600
2026-08-09T13:10:48.700-07:00,40.206,ok,current_change|heater_on,120.156,0.185,20.826,26.611,34.709,0.633
2026-08-09T13:10:54.736-07:00,46.242,ok,current_change,120.136,0.308,32.396,38.180,50.907,0.658
2026-08-09T13:11:10.830-07:00,62.336,ok,current_change,120.097,0.196,20.826,28.925,35.866,0.580
2026-08-09T13:11:15.854-07:00,67.363,ok,current_change,120.185,0.308,32.396,38.180,50.907,0.636
2026-08-09T13:11:26.908-07:00,78.414,ok,current_change|power_change,119.922,1.567,205.943,76.361,219.827,0.937
2026-08-09T13:11:27.915-07:00,79.421,ok,current_change|power_change,119.990,1.964,261.478,77.518,275.362,0.962
2026-08-09T13:11:28.921-07:00,80.427,ok,current_change,120.010,2.212,296.188,74.047,305.443,0.969
2026-08-09T13:11:29.928-07:00,81.434,ok,current_change,119.873,2.362,312.385,89.088,326.269,0.961
2026-08-09T13:11:31.940-07:00,83.446,ok,current_change,120.029,2.478,328.583,87.931,341.310,0.966
2026-08-09T13:11:34.959-07:00,86.465,ok,current_change,120.019,2.612,349.409,85.617,359.822,0.971
2026-08-09T13:11:36.972-07:00,88.478,ok,current_change,120.010,2.732,365.607,82.146,376.019,0.975
2026-08-09T13:11:38.985-07:00,90.491,ok,current_change,119.854,2.962,393.374,96.030,407.258,0.971
2026-08-09T13:11:53.068-07:00,104.574,ok,current_change,119.864,2.853,381.804,84.460,391.060,0.976
2026-08-09T13:12:06.144-07:00,117.650,ok,current_change,119.825,2.976,395.688,96.030,403.787,0.971
2026-08-09T13:12:26.245-07:00,137.751,ok,current_change,119.893,3.111,414.200,98.344,425.770,0.973
2026-08-09T13:12:45.357-07:00,156.863,ok,current_change,119.864,3.234,430.398,99.501,441.967,0.974
2026-08-09T13:12:56.422-07:00,167.928,ok,current_change,119.961,3.348,446.595,101.814,454.694,0.977
2026-08-09T13:12:59.440-07:00,170.946,ok,current_change,119.786,3.243,432.712,94.873,446.595,0.977
2026-08-09T13:13:09.499-07:00,181.005,ok,current_change,119.912,3.344,446.595,96.030,457.008,0.977
2026-08-09T13:13:19.541-07:00,191.047,ok,current_change,119.981,3.447,460.479,98.344,470.892,0.978
2026-08-09T13:13:35.636-07:00,207.142,ok,current_change,119.903,3.560,472.049,109.913,485.933,0.974
2026-08-09T13:13:47.707-07:00,219.213,ok,current_change,119.912,3.674,488.247,111.070,500.974,0.974
2026-08-09T13:14:01.789-07:00,233.295,ok,current_change,119.786,3.794,502.131,118.012,517.171,0.973
2026-08-09T13:14:22.896-07:00,254.402,ok,current_change,119.912,3.924,520.642,120.326,534.526,0.974
2026-08-09T13:14:48.044-07:00,279.550,ok,current_change,119.659,4.054,536.840,116.855,550.724,0.977
2026-08-09T13:15:06.149-07:00,297.655,ok,current_change,119.795,4.176,555.352,119.169,568.079,0.978
2026-08-09T13:15:08.161-07:00,299.667,ok,current_change,119.776,4.292,566.922,130.739,579.648,0.974
2026-08-09T13:15:45.362-07:00,336.868,ok,current_change,119.698,4.397,580.805,133.053,597.003,0.975
2026-08-09T13:16:27.592-07:00,379.098,ok,current_change,119.581,4.522,599.317,129.582,613.201,0.977
2026-08-09T13:16:28.599-07:00,380.105,ok,current_change,119.747,4.420,585.433,127.268,600.474,0.977
2026-08-09T13:17:06.821-07:00,418.327,ok,current_change,119.766,4.531,601.631,129.582,615.515,0.977
2026-08-09T13:18:07.154-07:00,478.660,ok,heartbeat,119.571,4.533,599.317,129.582,614.358,0.977
2026-08-09T13:19:07.486-07:00,538.992,ok,heartbeat,119.727,4.513,597.003,139.995,613.201,0.973
2026-08-09T13:20:01.784-07:00,593.290,ok,current_change,119.630,4.620,610.887,135.367,627.085,0.976
2026-08-09T13:21:02.117-07:00,653.623,ok,heartbeat,119.513,4.612,610.887,124.954,624.771,0.979
2026-08-09T13:22:02.450-07:00,713.956,ok,heartbeat,119.581,4.698,620.143,142.309,636.340,0.974
2026-08-09T13:23:02.783-07:00,774.289,ok,heartbeat,119.581,4.719,622.457,142.309,639.811,0.975
2026-08-09T13:24:03.116-07:00,834.622,ok,heartbeat,120.302,4.716,627.085,137.681,642.125,0.977
2026-08-09T13:24:26.236-07:00,857.742,ok,current_change,120.536,4.842,643.282,144.623,660.637,0.975
2026-08-09T13:24:28.248-07:00,859.754,ok,current_change,120.546,4.732,631.713,133.053,645.596,0.978
2026-08-09T13:25:28.581-07:00,920.087,ok,heartbeat,120.487,4.755,631.713,143.466,649.067,0.975
2026-08-09T13:26:28.914-07:00,980.420,ok,heartbeat,120.302,4.788,636.340,143.466,651.381,0.977
2026-08-09T13:27:29.247-07:00,1040.753,ok,heartbeat,120.331,4.781,634.027,143.466,651.381,0.975
2026-08-09T13:28:00.429-07:00,1071.935,ok,current_change,120.244,4.882,647.910,150.408,665.265,0.974
2026-08-09T13:28:17.515-07:00,1089.025,ok,current_change,120.380,4.777,636.340,133.053,651.381,0.979
2026-08-09T13:29:07.803-07:00,1139.309,ok,current_change,120.448,4.893,650.224,150.408,666.422,0.976
2026-08-09T13:29:37.979-07:00,1169.485,ok,current_change,120.409,4.790,636.340,143.466,653.695,0.975
2026-08-09T13:30:38.314-07:00,1229.820,ok,heartbeat,120.351,4.819,640.968,138.838,657.166,0.977
2026-08-09T13:31:38.647-07:00,1290.153,ok,heartbeat,120.253,4.794,638.654,133.053,656.009,0.979
2026-08-09T13:32:38.981-07:00,1350.487,ok,heartbeat,120.468,4.812,638.654,144.623,656.009,0.975
2026-08-09T13:33:26.236-07:00,1397.742,ok,current_change,120.283,4.919,652.538,145.780,669.893,0.976
2026-08-09T13:34:26.587-07:00,1458.093,ok,heartbeat,120.244,4.920,652.538,150.408,669.893,0.974
2026-08-09T13:35:26.922-07:00,1518.428,ok,heartbeat,120.341,4.920,654.852,135.367,669.893,0.979
2026-08-09T13:36:27.257-07:00,1578.763,ok,heartbeat,120.234,4.882,650.224,139.995,665.265,0.977
2026-08-09T13:37:27.591-07:00,1639.097,ok,heartbeat,120.205,4.895,647.910,150.408,666.422,0.974
2026-08-09T13:38:27.924-07:00,1699.430,ok,heartbeat,120.292,4.897,652.538,134.210,666.422,0.977
2026-08-09T13:39:28.258-07:00,1759.764,ok,heartbeat,120.127,4.886,647.910,139.995,664.108,0.977
2026-08-09T13:40:28.593-07:00,1820.099,ok,heartbeat,120.136,4.906,650.224,145.780,666.422,0.977
2026-08-09T13:41:28.928-07:00,1880.434,ok,heartbeat,120.302,4.913,652.538,139.995,668.736,0.977
2026-08-09T13:42:29.261-07:00,1940.767,ok,heartbeat,120.068,4.926,652.538,145.780,668.736,0.976
2026-08-09T13:43:29.595-07:00,2001.101,ok,heartbeat,120.234,4.924,654.852,135.367,669.893,0.979
2026-08-09T13:44:29.929-07:00,2061.435,ok,heartbeat,120.107,4.935,657.166,135.367,671.050,0.979
2026-08-09T13:45:30.262-07:00,2121.768,ok,heartbeat,120.214,4.940,657.166,141.152,672.207,0.978
2026-08-09T13:46:20.555-07:00,2172.061,ok,current_change,120.214,5.049,671.050,148.094,687.248,0.976
