# time,command,argument,event_id,value,units,efficiency
1786484296,o,,auto_outside_comm_for_advanced_load_up_1,,,
1786484311,a,60,advanced_load_up_1,100,2,0
1786484416,o,,auto_outside_comm_for_run_normal_1,,,
1786484431,e,0,run_normal_1,,,
1786484476,o,,auto_outside_comm_for_advanced_load_up_2,,,
1786484491,a,100,advanced_load_up_2,100,2,1
1786484596,o,,auto_outside_comm_for_run_normal_2,,,
1786484611,e,0,run_normal_2,,,
1786484716,o,,auto_outside_comm_for_advanced_load_up_3,,,
1786484731,a,0,advanced_load_up_3,100,2,2
1786484836,o,,auto_outside_comm_for_run_normal_3,,,
1786484851,e,0,run_normal_3,,,
1786484956,o,,auto_outside_comm_for_advanced_load_up_4,,,
1786484971,a,20,advanced_load_up_4,100,2,3
1786485076,o,,auto_outside_comm_for_run_normal_4,,,
1786485091,e,0,run_normal_4,,,
1786485106,o,,auto_outside_comm_heartbeat_01,,,
1786485196,o,,auto_outside_comm_for_advanced_load_up_5,,,
1786485211,a,0,advanced_load_up_5,100,3,4
1786485316,o,,auto_outside_comm_for_run_normal_5,,,
1786485331,e,0,run_normal_5,,,
1786485436,o,,auto_outside_comm_for_advanced_load_up_6,,,
1786485451,a,100,advanced_load_up_6,100,1,5
1786485556,o,,auto_outside_comm_for_run_normal_6,,,
1786485571,e,0,run_normal_6,,,
1786485676,o,,auto_outside_comm_for_advanced_load_up_7,,,
1786485691,a,0,advanced_load_up_7,500,0,6
1786485796,o,,auto_outside_comm_for_run_normal_7,,,
1786485811,e,0,run_normal_7,,,
1786485916,o,,auto_outside_comm_for_advanced_load_up_8,,,
1786485931,a,0,advanced_load_up_8,100,2,7
1786486036,o,,auto_outside_comm_for_run_normal_8,,,
1786486051,e,0,run_normal_8,,,
1786486156,o,,auto_outside_comm_for_advanced_load_up_9,,,
1786486171,a,0,advanced_load_up_9,100,2,8
1786486276,o,,auto_outside_comm_for_run_normal_9,,,
1786486291,e,0,run_normal_9,,,
1786486396,o,,auto_outside_comm_for_advanced_load_up_10,,,
1786486411,a,0,advanced_load_up_10,100,2,9
1786486516,o,,auto_outside_comm_for_run_normal_10,,,
1786486531,e,0,run_normal_10,,,
1786486636,o,,auto_outside_comm_for_advanced_load_up_11,,,
1786486651,a,0,advanced_load_up_11,100,2,10
1786486726,o,,auto_outside_comm_heartbeat_03,,,
1786486756,o,,auto_outside_comm_for_run_normal_11,,,
1786486771,e,0,run_normal_11,,,
1786486876,o,,auto_outside_comm_for_advanced_load_up_12,,,
1786486891,a,0,advanced_load_up_12,60,2,
