# time,command,argument,event_id,value,units,efficiency
1788199686,o,,auto_outside_comm_for_shed_1,,,
1788199701,s,0,shed_1,,,
1788200286,o,,auto_outside_comm_heartbeat_01,,,
1788200886,o,,auto_outside_comm_heartbeat_02,,,
1788201486,o,,auto_outside_comm_heartbeat_03,,,
1788202086,o,,auto_outside_comm_heartbeat_04,,,
1788202686,o,,auto_outside_comm_heartbeat_05,,,
1788203286,o,,auto_outside_comm_heartbeat_06,,,
1788203886,o,,auto_outside_comm_heartbeat_07,,,
1788204486,o,,auto_outside_comm_heartbeat_08,,,
1788205086,o,,auto_outside_comm_heartbeat_09,,,
1788205686,o,,auto_outside_comm_heartbeat_10,,,
1788206286,o,,auto_outside_comm_heartbeat_11,,,
1788206886,o,,auto_outside_comm_heartbeat_12,,,
1788207486,o,,auto_outside_comm_heartbeat_13,,,
1788208086,o,,auto_outside_comm_heartbeat_14,,,
1788208686,o,,auto_outside_comm_heartbeat_15,,,
1788209286,o,,auto_outside_comm_heartbeat_16,,,
1788209886,o,,auto_outside_comm_heartbeat_17,,,
1788210486,o,,auto_outside_comm_heartbeat_18,,,
1788211086,o,,auto_outside_comm_heartbeat_19,,,
1788211686,o,,auto_outside_comm_heartbeat_20,,,
1788212286,o,,auto_outside_comm_heartbeat_21,,,
1788212886,o,,auto_outside_comm_heartbeat_22,,,
1788213486,o,,auto_outside_comm_heartbeat_23,,,
1788214086,o,,auto_outside_comm_heartbeat_24,,,
1788214686,o,,auto_outside_comm_heartbeat_25,,,
1788215286,o,,auto_outside_comm_heartbeat_26,,,
1788215886,o,,auto_outside_comm_heartbeat_27,,,
1788216486,o,,auto_outside_comm_heartbeat_28,,,
1788217086,o,,auto_outside_comm_heartbeat_29,,,
1788217686,o,,auto_outside_comm_heartbeat_30,,,
1788218286,o,,auto_outside_comm_heartbeat_31,,,
1788218886,o,,auto_outside_comm_heartbeat_32,,,
1788219486,o,,auto_outside_comm_heartbeat_33,,,
1788220086,o,,auto_outside_comm_heartbeat_34,,,
1788220686,o,,auto_outside_comm_heartbeat_35,,,
1788221286,o,,auto_outside_comm_heartbeat_36,,,
1788221886,o,,auto_outside_comm_heartbeat_37,,,
1788222486,o,,auto_outside_comm_heartbeat_38,,,
1788223086,o,,auto_outside_comm_heartbeat_39,,,
1788223686,o,,auto_outside_comm_heartbeat_40,,,
1788224286,o,,auto_outside_comm_heartbeat_41,,,
1788224886,o,,auto_outside_comm_heartbeat_42,,,
1788225486,o,,auto_outside_comm_heartbeat_43,,,
1788226086,o,,auto_outside_comm_heartbeat_44,,,
1788226686,o,,auto_outside_comm_heartbeat_45,,,
1788227286,o,,auto_outside_comm_heartbeat_46,,,
1788227886,o,,auto_outside_comm_heartbeat_47,,,
1788228486,o,,auto_outside_comm_heartbeat_48,,,
1788229086,o,,auto_outside_comm_heartbeat_49,,,
1788229686,o,,auto_outside_comm_heartbeat_50,,,
1788230286,o,,auto_outside_comm_heartbeat_51,,,
1788230886,o,,auto_outside_comm_heartbeat_52,,,
1788231486,o,,auto_outside_comm_heartbeat_53,,,
1788232086,o,,auto_outside_comm_heartbeat_54,,,
1788232686,o,,auto_outside_comm_heartbeat_55,,,
1788233286,o,,auto_outside_comm_heartbeat_56,,,
1788233886,o,,auto_outside_comm_heartbeat_57,,,
1788234486,o,,auto_outside_comm_heartbeat_58,,,
1788235086,o,,auto_outside_comm_heartbeat_59,,,
1788235686,o,,auto_outside_comm_heartbeat_60,,,
1788236286,o,,auto_outside_comm_heartbeat_61,,,
1788236886,o,,auto_outside_comm_heartbeat_62,,,
1788237486,o,,auto_outside_comm_heartbeat_63,,,
1788238086,o,,auto_outside_comm_heartbeat_64,,,
1788238686,o,,auto_outside_comm_heartbeat_65,,,
1788239286,o,,auto_outside_comm_heartbeat_66,,,
1788239886,o,,auto_outside_comm_heartbeat_67,,,
1788240486,o,,auto_outside_comm_heartbeat_68,,,
1788241086,o,,auto_outside_comm_heartbeat_69,,,
1788241686,o,,auto_outside_comm_heartbeat_70,,,
1788242286,o,,auto_outside_comm_heartbeat_71,,,
1788242886,o,,auto_outside_comm_heartbeat_72,,,
1788243486,o,,auto_outside_comm_heartbeat_73,,,
1788244086,o,,auto_outside_comm_heartbeat_74,,,
1788244686,o,,auto_outside_comm_heartbeat_75,,,
1788245286,o,,auto_outside_comm_heartbeat_76,,,
1788245886,o,,auto_outside_comm_heartbeat_77,,,
1788246486,o,,auto_outside_comm_heartbeat_78,,,
1788247086,o,,auto_outside_comm_heartbeat_79,,,
1788247686,o,,auto_outside_comm_heartbeat_80,,,
1788248286,o,,auto_outside_comm_heartbeat_81,,,
1788248886,o,,auto_outside_comm_heartbeat_82,,,
1788249486,o,,auto_outside_comm_heartbeat_83,,,
1788250086,o,,auto_outside_comm_heartbeat_84,,,
1788250686,o,,auto_outside_comm_heartbeat_85,,,
1788251286,o,,auto_outside_comm_heartbeat_86,,,
1788251886,o,,auto_outside_comm_heartbeat_87,,,
1788252486,o,,auto_outside_comm_heartbeat_88,,,
1788253086,o,,auto_outside_comm_heartbeat_89,,,
1788253686,o,,auto_outside_comm_heartbeat_90,,,
1788254286,o,,auto_outside_comm_heartbeat_91,,,
1788254886,o,,auto_outside_comm_heartbeat_92,,,
1788255486,o,,auto_outside_comm_heartbeat_93,,,
1788256086,o,,auto_outside_comm_heartbeat_94,,,
1788256686,o,,auto_outside_comm_heartbeat_95,,,
1788257286,o,,auto_outside_comm_heartbeat_96,,,
