timestamp_pacific,monitor_elapsed_seconds,status,record_reason,voltage_rms,current_rms,real_power,reactive_power,apparent_power,power_factor
2026-08-31T11:08:05.009-07:00,0.001,ok,initial_sample,119.756,5.051,668.736,142.309,684.934,0.978
2026-08-31T11:08:26.118-07:00,21.107,ok,current_change|power_change,120.253,0.210,23.140,30.082,38.180,0.605
2026-08-31T11:09:26.449-07:00,81.438,ok,heartbeat,120.088,0.217,23.140,28.925,38.180,0.636
2026-08-31T11:09:41.537-07:00,96.526,ok,current_change|heater_off,120.214,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:10:41.858-07:00,156.846,ok,heartbeat,120.078,0.000,2.314,9.256,10.413,0.222
2026-08-31T11:11:42.189-07:00,217.178,ok,heartbeat,120.127,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:12:42.527-07:00,277.516,ok,heartbeat,120.107,0.000,2.314,9.256,10.413,0.222
2026-08-31T11:13:42.861-07:00,337.849,ok,heartbeat,120.127,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:14:43.202-07:00,398.194,ok,heartbeat,120.195,0.000,2.314,9.256,9.256,0.125
2026-08-31T11:15:43.534-07:00,458.526,ok,heartbeat,120.136,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:16:43.864-07:00,518.856,ok,heartbeat,120.175,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:17:44.210-07:00,579.202,ok,heartbeat,120.068,0.000,2.314,8.099,9.256,0.250
2026-08-31T11:18:20.409-07:00,615.398,ok,current_change|heater_on,120.049,0.190,23.140,25.454,34.709,0.666
2026-08-31T11:18:26.446-07:00,621.434,ok,current_change,120.019,0.292,32.396,34.709,46.279,0.649
2026-08-31T11:18:42.522-07:00,637.510,ok,current_change,120.136,0.190,20.826,26.611,34.709,0.633
2026-08-31T11:18:46.532-07:00,641.524,ok,current_change,120.263,0.292,30.082,37.023,48.593,0.643
2026-08-31T11:18:58.599-07:00,653.588,ok,current_change|power_change,119.942,1.788,236.024,74.047,248.751,0.953
2026-08-31T11:18:59.606-07:00,654.594,ok,current_change|power_change,119.981,2.223,298.502,74.047,307.757,0.970
