event_id,scheduled_pacific,offset_seconds,action,command_code,duration_byte,requested_duration_seconds,represented_duration_seconds,advanced_duration_minutes,advanced_value,advanced_units,advanced_efficiency,expected_operational_states,generated,prerequisite_for
auto_outside_comm_for_shed_1,2026-08-31T11:08:06-07:00,-15,outside_communication,o,,,,,,,,,true,shed_1
shed_1,2026-08-31T11:08:21-07:00,0,shed,s,0,,,,,,,2|4,false,
auto_outside_comm_heartbeat_01,2026-08-31T11:18:06-07:00,585,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_02,2026-08-31T11:28:06-07:00,1185,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_03,2026-08-31T11:38:06-07:00,1785,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_04,2026-08-31T11:48:06-07:00,2385,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_05,2026-08-31T11:58:06-07:00,2985,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_06,2026-08-31T12:08:06-07:00,3585,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_07,2026-08-31T12:18:06-07:00,4185,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_08,2026-08-31T12:28:06-07:00,4785,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_09,2026-08-31T12:38:06-07:00,5385,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_10,2026-08-31T12:48:06-07:00,5985,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_11,2026-08-31T12:58:06-07:00,6585,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_12,2026-08-31T13:08:06-07:00,7185,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_13,2026-08-31T13:18:06-07:00,7785,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_14,2026-08-31T13:28:06-07:00,8385,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_15,2026-08-31T13:38:06-07:00,8985,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_16,2026-08-31T13:48:06-07:00,9585,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_17,2026-08-31T13:58:06-07:00,10185,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_18,2026-08-31T14:08:06-07:00,10785,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_19,2026-08-31T14:18:06-07:00,11385,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_20,2026-08-31T14:28:06-07:00,11985,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_21,2026-08-31T14:38:06-07:00,12585,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_22,2026-08-31T14:48:06-07:00,13185,outside_communication,o,,,,,,,,,true,
auto_outside_comm_heartbeat_23,2026-08-31T14:58:06-07:00,13785,outside_communication,o,,,,,,,,,true,
