# time,command,argument,event_id,value,units,efficiency
1787782981,o,,auto_outside_comm_for_load_up_1,,,
1787782996,l,0,load_up_1,,,
1787783791,o,,auto_outside_comm_heartbeat_01,,,
1787784601,o,,auto_outside_comm_heartbeat_02,,,
1787785411,o,,auto_outside_comm_heartbeat_03,,,
1787786221,o,,auto_outside_comm_heartbeat_04,,,
1787787031,o,,auto_outside_comm_heartbeat_05,,,
1787787841,o,,auto_outside_comm_heartbeat_06,,,
1787788381,o,,auto_outside_comm_for_run_normal_1,,,
1787788396,e,0,run_normal_1,,,
1787788651,o,,auto_outside_comm_heartbeat_07,,,
1787789461,o,,auto_outside_comm_heartbeat_08,,,
1787790271,o,,auto_outside_comm_heartbeat_09,,,
1787791081,o,,auto_outside_comm_heartbeat_10,,,
1787791891,o,,auto_outside_comm_heartbeat_11,,,
