timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-02T10:04:26.161-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-2/run_2026_08_02_100426_PDT"",""water_output_enabled"":true}"
2026-08-02T10:04:26.365-07:00,0.205,,power_monitor,ready,"{""pid"":14235}"
2026-08-02T10:04:27.387-07:00,1.226,,cta_controller,started,"{""pid"":14236}"
2026-08-02T10:04:27.387-07:00,-14.612,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-02T10:04:42.000-07:00""}"
2026-08-02T10:04:42.018-07:00,0.018,,test_started,ok,{}
2026-08-02T12:04:42.074-07:00,7200.075,water_draw_1,water_draw_started,started,"{""pid"":14632,""target_volume_gal"":15.0}"
2026-08-02T12:09:31.154-07:00,7489.154,water_draw_1,water_draw_completed,ok,"{""return_code"":0}"
2026-08-02T12:34:42.042-07:00,9000.043,water_draw_2,water_draw_started,started,"{""pid"":14676,""target_volume_gal"":2.0}"
2026-08-02T12:35:22.335-07:00,9040.336,water_draw_2,water_draw_completed,ok,"{""return_code"":0}"
2026-08-02T13:44:42.047-07:00,13200.048,water_draw_3,water_draw_started,started,"{""pid"":14758,""target_volume_gal"":9.0}"
2026-08-02T13:47:38.672-07:00,13376.673,water_draw_3,water_draw_completed,ok,"{""return_code"":0}"
2026-08-02T16:04:42.133-07:00,21600.134,,cta_return_to_normal,requested,{}
2026-08-02T16:04:44.606-07:00,21602.607,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-02T16:04:44.672-07:00,21602.673,,power_monitor_shutdown,stopped,{}
2026-08-02T16:04:44.672-07:00,21602.673,,run_finished,completed,{}
