POWER_MONITOR_READY {"output_csv": "/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-4/run_2026_08_03_183015_PDT/power.csv", "timestamp_pacific": "2026-08-03T18:30:15.426-07:00"}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:30:15.429-07:00", "status": "ok", "reasons": ["initial_sample"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:31:15.771-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:32:16.123-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:33:16.458-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:33:34.564-07:00", "status": "ok", "reasons": ["voltage_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:34:01.720-07:00", "status": "ok", "reasons": ["voltage_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:35:02.051-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:36:02.392-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:37:02.718-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:37:31.878-07:00", "status": "ok", "reasons": ["voltage_change"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:38:32.213-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:39:32.565-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:40:32.917-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:41:33.268-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:42:33.620-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:43:33.972-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:44:34.321-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:45:34.673-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:46:35.024-07:00", "status": "ok", "reasons": ["heartbeat"]}
POWER_MONITOR_RECORD {"timestamp_pacific": "2026-08-03T18:47:35.375-07:00", "status": "ok", "reasons": ["heartbeat"]}
