# time,command,argument,event_id,value,units
1785360459,o,,auto_outside_comm_for_shed_1,,
1785360474,s,0,shed_1,,
1785360639,o,,auto_outside_comm_for_advanced_load_up_1,,
1785360654,a,0,advanced_load_up_1,5,2
1785360819,o,,auto_outside_comm_for_run_normal_1,,
1785360834,e,0,run_normal_1,,
1785360939,o,,auto_outside_comm_for_load_up_1,,
1785360954,l,0,load_up_1,,
1785361299,o,,auto_outside_comm_for_shed_2,,
1785361314,s,0,shed_2,,
1785361719,o,,auto_outside_comm_for_grid_emergency_1,,
1785361734,g,0,grid_emergency_1,,
1785361959,o,,auto_outside_comm_for_run_normal_2,,
1785361974,e,0,run_normal_2,,
1785362079,o,,auto_outside_comm_for_critical_peak_1,,
1785362094,c,0,critical_peak_1,,
1785362319,o,,auto_outside_comm_for_run_normal_3,,
1785362334,e,0,run_normal_3,,
