timestamp_pacific,test_elapsed_seconds,event_id,event,status,details
2026-08-09T13:08:58.146-07:00,0.000,,run_created,ok,"{""run_directory"":""/home/pi/conformance_testing_team/saved_data/conformance_runs/WH-1/run_2026_08_09_130858_PDT"",""water_output_enabled"":true,""outside_communication_heartbeat_enabled"":true}"
2026-08-09T13:08:58.351-07:00,0.205,,power_monitor,ready,"{""pid"":5921}"
2026-08-09T13:08:59.396-07:00,1.250,,cta_controller,started,"{""pid"":5922}"
2026-08-09T13:08:59.396-07:00,-14.603,,test_start_scheduled,pending,"{""test_start_pacific"":""2026-08-09T13:09:14.000-07:00""}"
2026-08-09T13:09:14.030-07:00,0.031,,test_started,ok,{}
2026-08-09T15:09:14.125-07:00,7200.126,water_draw_1,water_draw_started,started,"{""pid"":6220,""target_volume_gal"":15.0}"
2026-08-09T15:14:17.243-07:00,7503.244,water_draw_1,water_draw_completed,ok,"{""return_code"":0}"
2026-08-09T15:39:14.132-07:00,9000.133,water_draw_2,water_draw_started,started,"{""pid"":6331,""target_volume_gal"":2.0}"
2026-08-09T15:39:53.620-07:00,9039.621,water_draw_2,water_draw_completed,ok,"{""return_code"":0}"
2026-08-09T16:49:14.184-07:00,13200.185,water_draw_3,water_draw_started,started,"{""pid"":6558,""target_volume_gal"":9.0}"
2026-08-09T16:52:07.392-07:00,13373.393,water_draw_3,water_draw_completed,ok,"{""return_code"":0}"
2026-08-09T19:09:31.750-07:00,21617.751,,cta_return_to_normal,requested,{}
2026-08-09T19:09:34.222-07:00,21620.223,,cta_return_to_normal,completed,"{""return_code"":0}"
2026-08-09T19:09:34.288-07:00,21620.289,,power_monitor_shutdown,stopped,{}
2026-08-09T19:09:34.288-07:00,21620.289,,run_finished,completed,{}
