# time,command,argument,event_id,value,units
1785886497,o,,auto_outside_comm_for_load_up_1,,
1785886512,l,0,load_up_1,,
1785887307,o,,auto_outside_comm_heartbeat_01,,
1785888117,o,,auto_outside_comm_heartbeat_02,,
1785888927,o,,auto_outside_comm_heartbeat_03,,
1785889737,o,,auto_outside_comm_heartbeat_04,,
1785890547,o,,auto_outside_comm_heartbeat_05,,
1785891357,o,,auto_outside_comm_heartbeat_06,,
1785891897,o,,auto_outside_comm_for_shed_1,,
1785891912,s,0,shed_1,,
1785892167,o,,auto_outside_comm_heartbeat_07,,
1785892977,o,,auto_outside_comm_heartbeat_08,,
1785893787,o,,auto_outside_comm_heartbeat_09,,
1785894597,o,,auto_outside_comm_heartbeat_10,,
1785895407,o,,auto_outside_comm_heartbeat_11,,
1785896217,o,,auto_outside_comm_heartbeat_12,,
1785897027,o,,auto_outside_comm_heartbeat_13,,
1785897837,o,,auto_outside_comm_heartbeat_14,,
1785898647,o,,auto_outside_comm_heartbeat_15,,
1785899457,o,,auto_outside_comm_heartbeat_16,,
1785900267,o,,auto_outside_comm_heartbeat_17,,
1785901077,o,,auto_outside_comm_heartbeat_18,,
1785901887,o,,auto_outside_comm_heartbeat_19,,
1785902697,o,,auto_outside_comm_heartbeat_20,,
1785903297,o,,auto_outside_comm_for_load_up_2,,
1785903312,l,0,load_up_2,,
1785903507,o,,auto_outside_comm_heartbeat_21,,
1785904317,o,,auto_outside_comm_heartbeat_22,,
1785905127,o,,auto_outside_comm_heartbeat_23,,
1785905937,o,,auto_outside_comm_heartbeat_24,,
1785906747,o,,auto_outside_comm_heartbeat_25,,
1785906897,o,,auto_outside_comm_for_run_normal_1,,
1785906912,e,0,run_normal_1,,
1785907557,o,,auto_outside_comm_heartbeat_26,,
