event_id,timestamp_pacific,draw_elapsed_seconds,status,stop_reason,valve_state,target_volume_gal,accumulated_volume_gal,flow_gpm,hot_temp_c,hot_temp_f,cold_temp_c,cold_temp_f,ambient_temp_c,ambient_temp_f,hot_raw_counts,cold_raw_counts,flow_raw_counts,ambient_raw_counts,cold_source_station,cold_source_timestamp_pacific
water_draw_1,2026-08-26T12:22:52.218-07:00,0.000,drawing,,open,,0.000000,0.189792,23.23,73.81,23.65,74.56,22.60,72.68,1183,1187,478,226,WH-station1,2026-08-26T12:22:52.168-07:00
water_draw_1,2026-08-26T12:22:52.743-07:00,1.023,drawing,,open,,0.041531,2.435625,23.02,73.44,23.02,73.44,22.60,72.68,1181,1181,918,226,WH-station1,2026-08-26T12:22:52.670-07:00
water_draw_1,2026-08-26T12:22:53.267-07:00,1.548,drawing,,open,,0.062747,2.425417,23.23,73.81,23.23,73.81,22.70,72.86,1183,1183,916,227,WH-station1,2026-08-26T12:22:53.172-07:00
water_draw_1,2026-08-26T12:22:53.792-07:00,2.072,drawing,,open,,0.083808,2.410104,23.12,73.62,23.12,73.62,22.60,72.68,1182,1182,913,226,WH-station1,2026-08-26T12:22:53.674-07:00
water_draw_1,2026-08-26T12:22:54.294-07:00,2.598,drawing,,open,,0.104605,2.374375,23.12,73.62,23.44,74.19,22.70,72.86,1182,1185,906,227,WH-station1,2026-08-26T12:22:54.176-07:00
water_draw_1,2026-08-26T12:22:54.796-07:00,3.100,drawing,,open,,0.124384,2.364167,23.12,73.62,22.92,73.25,22.70,72.86,1182,1180,904,227,WH-station1,2026-08-26T12:22:54.678-07:00
water_draw_1,2026-08-26T12:22:55.301-07:00,3.602,drawing,,open,,0.144165,2.364167,23.12,73.62,23.54,74.38,22.60,72.68,1182,1186,904,226,WH-station1,2026-08-26T12:22:55.180-07:00
water_draw_1,2026-08-26T12:22:55.806-07:00,4.107,drawing,,open,,0.164313,2.394792,23.23,73.81,23.33,74.00,22.50,72.50,1183,1184,910,225,WH-station1,2026-08-26T12:22:55.684-07:00
water_draw_1,2026-08-26T12:22:56.310-07:00,4.611,drawing,,open,,0.183728,2.308021,23.23,73.81,23.23,73.81,22.50,72.50,1183,1183,893,225,WH-station1,2026-08-26T12:22:56.188-07:00
water_draw_1,2026-08-26T12:22:56.815-07:00,5.116,drawing,,open,,0.203060,2.297813,23.02,73.44,23.23,73.81,22.60,72.68,1181,1183,891,226,WH-station1,2026-08-26T12:22:56.693-07:00
water_draw_1,2026-08-26T12:22:57.320-07:00,5.621,drawing,,open,,0.222516,2.313125,23.12,73.62,23.33,74.00,22.60,72.68,1182,1184,894,226,WH-station1,2026-08-26T12:22:57.198-07:00
water_draw_1,2026-08-26T12:22:57.825-07:00,6.126,drawing,,open,,0.242061,2.323333,23.12,73.62,22.92,73.25,22.60,72.68,1182,1180,896,226,WH-station1,2026-08-26T12:22:57.703-07:00
water_draw_1,2026-08-26T12:22:58.329-07:00,6.630,drawing,,open,,0.261260,2.282500,23.23,73.81,22.92,73.25,22.70,72.86,1183,1180,888,227,WH-station1,2026-08-26T12:22:58.208-07:00
water_draw_1,2026-08-26T12:22:58.834-07:00,7.135,drawing,,open,,0.280631,2.302917,23.33,74.00,23.33,74.00,22.60,72.68,1184,1184,892,226,WH-station1,2026-08-26T12:22:58.713-07:00
water_draw_1,2026-08-26T12:22:59.339-07:00,7.640,drawing,,open,,0.300088,2.313125,23.12,73.62,23.65,74.56,22.50,72.50,1182,1187,894,225,WH-station1,2026-08-26T12:22:59.218-07:00
water_draw_1,2026-08-26T12:22:59.843-07:00,8.144,drawing,,open,,0.319116,2.262083,23.23,73.81,23.65,74.56,22.60,72.68,1183,1187,884,226,WH-station1,2026-08-26T12:22:59.723-07:00
water_draw_1,2026-08-26T12:23:00.348-07:00,8.649,drawing,,open,,0.338314,2.282500,23.54,74.38,23.65,74.56,22.60,72.68,1186,1187,888,226,WH-station1,2026-08-26T12:23:00.227-07:00
water_draw_1,2026-08-26T12:23:00.853-07:00,9.154,drawing,,open,,0.357555,2.287604,23.75,74.75,23.33,74.00,22.70,72.86,1188,1184,889,227,WH-station1,2026-08-26T12:23:00.732-07:00
water_draw_1,2026-08-26T12:23:01.357-07:00,9.658,drawing,,open,,0.376969,2.308021,24.37,75.87,23.33,74.00,22.60,72.68,1194,1184,893,226,WH-station1,2026-08-26T12:23:01.237-07:00
water_draw_1,2026-08-26T12:23:01.862-07:00,10.163,drawing,,open,,0.396302,2.297813,24.69,76.44,23.12,73.62,22.60,72.68,1197,1182,891,226,WH-station1,2026-08-26T12:23:01.741-07:00
water_draw_1,2026-08-26T12:23:02.367-07:00,10.668,drawing,,open,,0.415546,2.287604,25.00,77.00,23.33,74.00,22.60,72.68,1200,1184,889,226,WH-station1,2026-08-26T12:23:02.246-07:00
water_draw_1,2026-08-26T12:23:02.872-07:00,11.173,drawing,,open,,0.434618,2.267188,25.52,77.94,23.02,73.44,22.70,72.86,1205,1181,885,227,WH-station1,2026-08-26T12:23:02.751-07:00
water_draw_1,2026-08-26T12:23:03.376-07:00,11.677,drawing,,open,,0.453604,2.256979,26.04,78.87,23.23,73.81,22.60,72.68,1210,1183,883,226,WH-station1,2026-08-26T12:23:03.256-07:00
water_draw_1,2026-08-26T12:23:03.881-07:00,12.182,drawing,,open,,0.472675,2.267188,26.35,79.44,23.33,74.00,22.60,72.68,1213,1184,885,226,WH-station1,2026-08-26T12:23:03.761-07:00
water_draw_1,2026-08-26T12:23:04.386-07:00,12.687,drawing,,open,,0.491746,2.267188,27.08,80.75,23.33,74.00,22.60,72.68,1220,1184,885,226,WH-station1,2026-08-26T12:23:04.266-07:00
water_draw_1,2026-08-26T12:23:04.890-07:00,13.191,drawing,,open,,0.510730,2.256979,27.50,81.50,23.23,73.81,22.60,72.68,1224,1183,883,226,WH-station1,2026-08-26T12:23:04.770-07:00
water_draw_1,2026-08-26T12:23:05.395-07:00,13.696,drawing,,open,,0.529713,2.256979,28.23,82.81,23.33,74.00,22.60,72.68,1231,1184,883,226,WH-station1,2026-08-26T12:23:05.275-07:00
water_draw_1,2026-08-26T12:23:05.900-07:00,14.201,drawing,,open,,0.548314,2.211042,28.65,83.56,23.12,73.62,22.70,72.86,1235,1182,874,227,WH-station1,2026-08-26T12:23:05.780-07:00
water_draw_1,2026-08-26T12:23:06.405-07:00,14.706,drawing,,open,,0.567058,2.226354,29.27,84.69,23.12,73.62,22.70,72.86,1241,1182,877,227,WH-station1,2026-08-26T12:23:06.285-07:00
water_draw_1,2026-08-26T12:23:06.910-07:00,15.211,drawing,,open,,0.585921,2.241667,29.58,85.25,23.12,73.62,22.50,72.50,1244,1182,880,225,WH-station1,2026-08-26T12:23:06.790-07:00
water_draw_1,2026-08-26T12:23:07.415-07:00,15.716,drawing,,open,,0.604562,2.216146,30.31,86.56,23.23,73.81,22.70,72.86,1251,1183,875,227,WH-station1,2026-08-26T12:23:07.295-07:00
water_draw_1,2026-08-26T12:23:07.919-07:00,16.220,drawing,,open,,0.623290,2.226354,30.62,87.12,23.02,73.44,22.70,72.86,1254,1181,877,227,WH-station1,2026-08-26T12:23:07.799-07:00
water_draw_1,2026-08-26T12:23:08.424-07:00,16.725,drawing,,open,,0.641845,2.205938,31.15,88.06,23.44,74.19,22.70,72.86,1259,1185,873,227,WH-station1,2026-08-26T12:23:08.304-07:00
water_draw_1,2026-08-26T12:23:08.929-07:00,17.230,drawing,,open,,0.660399,2.205938,31.35,88.44,23.12,73.62,22.50,72.50,1261,1182,873,225,WH-station1,2026-08-26T12:23:08.809-07:00
water_draw_1,2026-08-26T12:23:09.433-07:00,17.734,drawing,,open,,0.679042,2.216146,31.77,89.19,23.23,73.81,22.60,72.68,1265,1183,875,226,WH-station1,2026-08-26T12:23:09.314-07:00
water_draw_1,2026-08-26T12:23:09.938-07:00,18.239,drawing,,open,,0.697598,2.205938,32.08,89.75,23.54,74.38,22.60,72.68,1268,1186,873,226,WH-station1,2026-08-26T12:23:09.819-07:00
water_draw_1,2026-08-26T12:23:10.443-07:00,18.744,drawing,,open,,0.716155,2.205938,32.71,90.88,23.44,74.19,22.60,72.68,1274,1185,873,226,WH-station1,2026-08-26T12:23:10.324-07:00
water_draw_1,2026-08-26T12:23:10.948-07:00,19.248,drawing,,open,,0.734494,2.180417,33.12,91.62,23.44,74.19,22.70,72.86,1278,1185,868,227,WH-station1,2026-08-26T12:23:10.829-07:00
water_draw_1,2026-08-26T12:23:11.452-07:00,19.753,drawing,,open,,0.752795,2.175312,33.54,92.38,23.33,74.00,22.60,72.68,1282,1184,867,226,WH-station1,2026-08-26T12:23:11.335-07:00
water_draw_1,2026-08-26T12:23:11.957-07:00,20.258,drawing,,open,,0.771048,2.170208,33.75,92.75,22.92,73.25,22.70,72.86,1284,1180,866,227,WH-station1,2026-08-26T12:23:11.840-07:00
water_draw_1,2026-08-26T12:23:12.462-07:00,20.763,drawing,,open,,0.789220,2.160000,34.27,93.69,23.33,74.00,22.70,72.86,1289,1184,864,227,WH-station1,2026-08-26T12:23:12.345-07:00
water_draw_1,2026-08-26T12:23:12.966-07:00,21.267,drawing,,open,,0.807432,2.165104,34.38,93.88,23.54,74.38,22.60,72.68,1290,1186,865,226,WH-station1,2026-08-26T12:23:12.850-07:00
water_draw_1,2026-08-26T12:23:13.471-07:00,21.772,drawing,,open,,0.825774,2.180417,34.79,94.62,23.54,74.38,22.60,72.68,1294,1186,868,226,WH-station1,2026-08-26T12:23:13.355-07:00
water_draw_1,2026-08-26T12:23:13.976-07:00,22.277,drawing,,open,,0.843942,2.160000,34.90,94.81,23.33,74.00,22.60,72.68,1295,1184,864,226,WH-station1,2026-08-26T12:23:13.861-07:00
water_draw_1,2026-08-26T12:23:14.480-07:00,22.782,drawing,,open,,0.862242,2.175312,35.31,95.56,22.92,73.25,22.60,72.68,1299,1180,867,226,WH-station1,2026-08-26T12:23:14.366-07:00
water_draw_1,2026-08-26T12:23:14.985-07:00,23.286,drawing,,open,,0.880410,2.160000,35.73,96.31,23.02,73.44,22.60,72.68,1303,1181,864,226,WH-station1,2026-08-26T12:23:14.871-07:00
