# time,command,argument,event_id,value,units,efficiency
1787766455,o,,auto_outside_comm_for_load_up_1,,,
1787766470,l,0,load_up_1,,,
1787767265,o,,auto_outside_comm_heartbeat_01,,,
1787768075,o,,auto_outside_comm_heartbeat_02,,,
1787768885,o,,auto_outside_comm_heartbeat_03,,,
1787769695,o,,auto_outside_comm_heartbeat_04,,,
1787770505,o,,auto_outside_comm_heartbeat_05,,,
1787771315,o,,auto_outside_comm_heartbeat_06,,,
1787771855,o,,auto_outside_comm_for_run_normal_1,,,
1787771870,e,0,run_normal_1,,,
1787772125,o,,auto_outside_comm_heartbeat_07,,,
1787772935,o,,auto_outside_comm_heartbeat_08,,,
1787773745,o,,auto_outside_comm_heartbeat_09,,,
1787774555,o,,auto_outside_comm_heartbeat_10,,,
1787775365,o,,auto_outside_comm_heartbeat_11,,,
