# time,command,argument,event_id,value,units
1785958796,o,,auto_outside_comm_for_load_up_1,,
1785958811,l,0,load_up_1,,
1785959606,o,,auto_outside_comm_heartbeat_01,,
1785960416,o,,auto_outside_comm_heartbeat_02,,
1785961226,o,,auto_outside_comm_heartbeat_03,,
1785962036,o,,auto_outside_comm_heartbeat_04,,
1785962846,o,,auto_outside_comm_heartbeat_05,,
1785963656,o,,auto_outside_comm_heartbeat_06,,
1785964196,o,,auto_outside_comm_for_critical_peak_1,,
1785964211,c,0,critical_peak_1,,
1785964466,o,,auto_outside_comm_heartbeat_07,,
1785965276,o,,auto_outside_comm_heartbeat_08,,
1785966086,o,,auto_outside_comm_heartbeat_09,,
1785966896,o,,auto_outside_comm_heartbeat_10,,
1785967706,o,,auto_outside_comm_heartbeat_11,,
1785968516,o,,auto_outside_comm_heartbeat_12,,
1785969326,o,,auto_outside_comm_heartbeat_13,,
1785970136,o,,auto_outside_comm_heartbeat_14,,
1785970946,o,,auto_outside_comm_heartbeat_15,,
1785971756,o,,auto_outside_comm_heartbeat_16,,
1785972566,o,,auto_outside_comm_heartbeat_17,,
1785973376,o,,auto_outside_comm_heartbeat_18,,
1785974186,o,,auto_outside_comm_heartbeat_19,,
1785974996,o,,auto_outside_comm_heartbeat_20,,
1785975596,o,,auto_outside_comm_for_load_up_2,,
1785975611,l,0,load_up_2,,
1785975806,o,,auto_outside_comm_heartbeat_21,,
1785976616,o,,auto_outside_comm_heartbeat_22,,
1785977426,o,,auto_outside_comm_heartbeat_23,,
1785978236,o,,auto_outside_comm_heartbeat_24,,
1785979046,o,,auto_outside_comm_heartbeat_25,,
1785979196,o,,auto_outside_comm_for_run_normal_1,,
1785979211,e,0,run_normal_1,,
1785979856,o,,auto_outside_comm_heartbeat_26,,
