event_id,timestamp_pacific,draw_elapsed_seconds,status,stop_reason,valve_state,target_volume_gal,accumulated_volume_gal,flow_gpm,hot_temp_c,hot_temp_f,cold_temp_c,cold_temp_f,ambient_temp_c,ambient_temp_f,hot_raw_counts,cold_raw_counts,flow_raw_counts,ambient_raw_counts,cold_source_station,cold_source_timestamp_pacific
water_draw_1,2026-08-19T16:43:50.026-07:00,1.240,drawing,,open,15.0,0.004133,0.200000,23.65,74.56,25.10,77.19,23.20,73.76,1187,1201,480,232,WH-station1,2026-08-19T16:43:50.019-07:00
water_draw_1,2026-08-19T16:43:50.528-07:00,2.241,drawing,,open,15.0,0.064980,3.645313,23.33,74.00,25.21,77.38,23.00,73.40,1184,1202,1155,230,WH-station1,2026-08-19T16:43:50.521-07:00
water_draw_1,2026-08-19T16:43:51.030-07:00,2.744,drawing,,open,15.0,0.096550,3.772917,23.54,74.38,24.48,76.06,23.10,73.58,1186,1195,1180,231,WH-station1,2026-08-19T16:43:51.022-07:00
water_draw_1,2026-08-19T16:43:51.532-07:00,3.246,drawing,,open,15.0,0.128287,3.793333,23.33,74.00,24.69,76.44,23.20,73.76,1184,1197,1184,232,WH-station1,2026-08-19T16:43:51.524-07:00
water_draw_1,2026-08-19T16:43:52.034-07:00,3.748,drawing,,open,15.0,0.159853,3.772917,23.23,73.81,24.69,76.44,22.90,73.22,1183,1197,1180,229,WH-station1,2026-08-19T16:43:52.026-07:00
water_draw_1,2026-08-19T16:43:52.536-07:00,4.250,drawing,,open,15.0,0.190907,3.711667,23.75,74.75,24.37,75.87,23.10,73.58,1188,1194,1168,231,WH-station1,2026-08-19T16:43:52.528-07:00
water_draw_1,2026-08-19T16:43:53.038-07:00,4.752,drawing,,open,15.0,0.221704,3.681042,23.65,74.56,24.58,76.25,23.00,73.40,1187,1196,1162,230,WH-station1,2026-08-19T16:43:53.030-07:00
water_draw_1,2026-08-19T16:43:53.542-07:00,5.254,drawing,,open,15.0,0.251394,3.548333,24.48,76.06,25.00,77.00,22.90,73.22,1195,1200,1136,229,WH-station1,2026-08-19T16:43:53.534-07:00
water_draw_1,2026-08-19T16:43:54.047-07:00,5.759,drawing,,open,15.0,0.280657,3.476875,24.79,76.63,24.69,76.44,23.20,73.76,1198,1197,1122,232,WH-station1,2026-08-19T16:43:54.038-07:00
water_draw_1,2026-08-19T16:43:54.552-07:00,6.264,drawing,,open,15.0,0.309533,3.430938,25.63,78.13,24.90,76.81,23.00,73.40,1206,1199,1113,230,WH-station1,2026-08-19T16:43:54.543-07:00
water_draw_1,2026-08-19T16:43:55.057-07:00,6.768,drawing,,open,15.0,0.337708,3.349271,26.46,79.62,24.79,76.63,23.00,73.40,1214,1198,1097,230,WH-station1,2026-08-19T16:43:55.048-07:00
water_draw_1,2026-08-19T16:43:55.562-07:00,7.273,drawing,,open,15.0,0.365427,3.293125,27.19,80.94,24.48,76.06,23.20,73.76,1221,1195,1086,232,WH-station1,2026-08-19T16:43:55.553-07:00
water_draw_1,2026-08-19T16:43:56.067-07:00,7.779,drawing,,open,15.0,0.392822,3.252292,28.12,82.62,24.79,76.63,22.80,73.04,1230,1198,1078,228,WH-station1,2026-08-19T16:43:56.058-07:00
water_draw_1,2026-08-19T16:43:56.572-07:00,8.283,drawing,,open,15.0,0.419837,3.211458,29.48,85.06,24.69,76.44,22.90,73.22,1243,1197,1070,229,WH-station1,2026-08-19T16:43:56.562-07:00
water_draw_1,2026-08-19T16:43:57.077-07:00,8.788,drawing,,open,15.0,0.446678,3.191042,30.21,86.38,24.27,75.69,22.80,73.04,1250,1193,1066,228,WH-station1,2026-08-19T16:43:57.067-07:00
water_draw_1,2026-08-19T16:43:57.581-07:00,9.293,drawing,,open,15.0,0.473395,3.175729,30.73,87.31,24.37,75.87,23.20,73.76,1255,1194,1063,232,WH-station1,2026-08-19T16:43:57.572-07:00
water_draw_1,2026-08-19T16:43:58.086-07:00,9.798,drawing,,open,15.0,0.499812,3.140000,31.77,89.19,24.58,76.25,22.80,73.04,1265,1196,1056,228,WH-station1,2026-08-19T16:43:58.077-07:00
water_draw_1,2026-08-19T16:43:58.591-07:00,10.302,drawing,,open,15.0,0.525794,3.088958,32.50,90.50,24.69,76.44,23.00,73.40,1272,1197,1046,230,WH-station1,2026-08-19T16:43:58.581-07:00
water_draw_1,2026-08-19T16:43:59.095-07:00,10.807,drawing,,open,15.0,0.551608,3.068542,33.12,91.62,24.48,76.06,23.10,73.58,1278,1195,1042,231,WH-station1,2026-08-19T16:43:59.086-07:00
water_draw_1,2026-08-19T16:43:59.600-07:00,11.312,drawing,,open,15.0,0.577376,3.063437,33.65,92.56,24.48,76.06,23.10,73.58,1283,1195,1041,231,WH-station1,2026-08-19T16:43:59.591-07:00
water_draw_1,2026-08-19T16:44:00.105-07:00,11.817,drawing,,open,15.0,0.603148,3.063437,34.38,93.88,24.79,76.63,23.20,73.76,1290,1198,1041,232,WH-station1,2026-08-19T16:44:00.096-07:00
water_draw_1,2026-08-19T16:44:00.610-07:00,12.321,drawing,,open,15.0,0.628800,3.048125,35.00,95.00,24.48,76.06,23.10,73.58,1296,1195,1038,231,WH-station1,2026-08-19T16:44:00.601-07:00
water_draw_1,2026-08-19T16:44:01.114-07:00,12.826,drawing,,open,15.0,0.654399,3.043021,35.31,95.56,24.37,75.87,23.00,73.40,1299,1194,1037,230,WH-station1,2026-08-19T16:44:01.105-07:00
water_draw_1,2026-08-19T16:44:01.619-07:00,13.330,drawing,,open,15.0,0.680060,3.053229,35.94,96.69,24.48,76.06,22.90,73.22,1305,1195,1039,229,WH-station1,2026-08-19T16:44:01.609-07:00
water_draw_1,2026-08-19T16:44:02.124-07:00,13.835,drawing,,open,15.0,0.705873,3.068542,36.35,97.44,24.37,75.87,23.00,73.40,1309,1194,1042,230,WH-station1,2026-08-19T16:44:02.114-07:00
water_draw_1,2026-08-19T16:44:02.628-07:00,14.340,drawing,,open,15.0,0.731255,3.017500,36.87,98.37,24.37,75.87,23.10,73.58,1314,1194,1032,231,WH-station1,2026-08-19T16:44:02.619-07:00
water_draw_1,2026-08-19T16:44:03.133-07:00,14.845,drawing,,open,15.0,0.756768,3.032812,37.40,99.31,24.27,75.69,23.10,73.58,1319,1193,1035,231,WH-station1,2026-08-19T16:44:03.124-07:00
water_draw_1,2026-08-19T16:44:03.638-07:00,15.349,drawing,,open,15.0,0.782198,3.022604,38.02,100.44,24.48,76.06,22.90,73.22,1325,1195,1033,229,WH-station1,2026-08-19T16:44:03.629-07:00
water_draw_1,2026-08-19T16:44:04.143-07:00,15.854,drawing,,open,15.0,0.807535,3.012396,38.44,101.19,24.06,75.31,23.20,73.76,1329,1191,1031,232,WH-station1,2026-08-19T16:44:04.133-07:00
water_draw_1,2026-08-19T16:44:04.647-07:00,16.359,drawing,,open,15.0,0.833088,3.037917,38.85,101.94,24.06,75.31,23.00,73.40,1333,1191,1036,230,WH-station1,2026-08-19T16:44:04.638-07:00
water_draw_1,2026-08-19T16:44:05.152-07:00,16.863,drawing,,open,15.0,0.858600,3.032812,39.27,102.69,24.48,76.06,23.20,73.76,1337,1195,1035,232,WH-station1,2026-08-19T16:44:05.143-07:00
water_draw_1,2026-08-19T16:44:05.657-07:00,17.368,drawing,,open,15.0,0.884068,3.027708,39.48,103.06,24.27,75.69,23.30,73.94,1339,1193,1034,233,WH-station1,2026-08-19T16:44:05.648-07:00
water_draw_1,2026-08-19T16:44:06.161-07:00,17.873,drawing,,open,15.0,0.909412,3.012396,39.90,103.81,24.17,75.50,22.80,73.04,1343,1192,1031,228,WH-station1,2026-08-19T16:44:06.153-07:00
water_draw_1,2026-08-19T16:44:06.666-07:00,18.378,drawing,,open,15.0,0.934926,3.032812,39.90,103.81,24.48,76.06,23.20,73.76,1343,1195,1035,232,WH-station1,2026-08-19T16:44:06.657-07:00
water_draw_1,2026-08-19T16:44:07.171-07:00,18.882,drawing,,open,15.0,0.960480,3.037917,40.31,104.56,24.69,76.44,22.80,73.04,1347,1197,1036,228,WH-station1,2026-08-19T16:44:07.162-07:00
water_draw_1,2026-08-19T16:44:07.676-07:00,19.387,drawing,,open,15.0,0.985902,3.022604,40.63,105.13,24.69,76.44,22.80,73.04,1350,1197,1033,228,WH-station1,2026-08-19T16:44:07.667-07:00
water_draw_1,2026-08-19T16:44:08.180-07:00,19.892,drawing,,open,15.0,1.011427,3.032812,41.04,105.88,24.79,76.63,23.10,73.58,1354,1198,1035,231,WH-station1,2026-08-19T16:44:08.172-07:00
water_draw_1,2026-08-19T16:44:08.685-07:00,20.397,drawing,,open,15.0,1.037153,3.058333,41.35,106.44,24.37,75.87,23.20,73.76,1357,1194,1040,232,WH-station1,2026-08-19T16:44:08.677-07:00
water_draw_1,2026-08-19T16:44:09.190-07:00,20.902,drawing,,open,15.0,1.062797,3.048125,41.46,106.63,24.58,76.25,22.80,73.04,1358,1196,1038,228,WH-station1,2026-08-19T16:44:09.181-07:00
water_draw_1,2026-08-19T16:44:09.695-07:00,21.407,drawing,,open,15.0,1.088452,3.048125,41.67,107.00,24.48,76.06,22.80,73.04,1360,1195,1038,228,WH-station1,2026-08-19T16:44:09.686-07:00
water_draw_1,2026-08-19T16:44:10.200-07:00,21.911,drawing,,open,15.0,1.114220,3.063437,41.77,107.19,24.79,76.63,23.10,73.58,1361,1198,1041,231,WH-station1,2026-08-19T16:44:10.191-07:00
water_draw_1,2026-08-19T16:44:10.705-07:00,22.416,drawing,,open,15.0,1.140010,3.063437,42.08,107.75,24.79,76.63,23.10,73.58,1364,1198,1041,231,WH-station1,2026-08-19T16:44:10.696-07:00
water_draw_1,2026-08-19T16:44:11.210-07:00,22.921,drawing,,open,15.0,1.165787,3.063437,42.29,108.13,24.79,76.63,23.20,73.76,1366,1198,1041,232,WH-station1,2026-08-19T16:44:11.201-07:00
