# time,command,argument,event_id,value,units,efficiency
1787170334,o,,auto_outside_comm_for_load_up_1,,,
1787170349,l,0,load_up_1,,,
1787171144,o,,auto_outside_comm_heartbeat_01,,,
1787171954,o,,auto_outside_comm_heartbeat_02,,,
1787172764,o,,auto_outside_comm_heartbeat_03,,,
1787173574,o,,auto_outside_comm_heartbeat_04,,,
1787174384,o,,auto_outside_comm_heartbeat_05,,,
1787175194,o,,auto_outside_comm_heartbeat_06,,,
1787175734,o,,auto_outside_comm_for_critical_peak_1,,,
1787175749,c,0,critical_peak_1,,,
1787176004,o,,auto_outside_comm_heartbeat_07,,,
1787176814,o,,auto_outside_comm_heartbeat_08,,,
1787177624,o,,auto_outside_comm_heartbeat_09,,,
1787178434,o,,auto_outside_comm_heartbeat_10,,,
1787179244,o,,auto_outside_comm_heartbeat_11,,,
1787180054,o,,auto_outside_comm_heartbeat_12,,,
1787180864,o,,auto_outside_comm_heartbeat_13,,,
1787181674,o,,auto_outside_comm_heartbeat_14,,,
1787182484,o,,auto_outside_comm_heartbeat_15,,,
1787183294,o,,auto_outside_comm_heartbeat_16,,,
1787184104,o,,auto_outside_comm_heartbeat_17,,,
1787184914,o,,auto_outside_comm_heartbeat_18,,,
1787185724,o,,auto_outside_comm_heartbeat_19,,,
1787186534,o,,auto_outside_comm_heartbeat_20,,,
1787187134,o,,auto_outside_comm_for_load_up_2,,,
1787187149,l,0,load_up_2,,,
1787187344,o,,auto_outside_comm_heartbeat_21,,,
1787188154,o,,auto_outside_comm_heartbeat_22,,,
1787188964,o,,auto_outside_comm_heartbeat_23,,,
1787189774,o,,auto_outside_comm_heartbeat_24,,,
1787190584,o,,auto_outside_comm_heartbeat_25,,,
1787190734,o,,auto_outside_comm_for_run_normal_1,,,
1787190749,e,0,run_normal_1,,,
1787191394,o,,auto_outside_comm_heartbeat_26,,,
