# time,command,argument,event_id,value,units
1786306739,o,,auto_outside_comm_for_load_up_1,,
1786306754,l,0,load_up_1,,
1786307549,o,,auto_outside_comm_heartbeat_01,,
1786308359,o,,auto_outside_comm_heartbeat_02,,
1786309169,o,,auto_outside_comm_heartbeat_03,,
1786309979,o,,auto_outside_comm_heartbeat_04,,
1786310789,o,,auto_outside_comm_heartbeat_05,,
1786311599,o,,auto_outside_comm_heartbeat_06,,
1786312139,o,,auto_outside_comm_for_grid_emergency_1,,
1786312154,g,0,grid_emergency_1,,
1786312409,o,,auto_outside_comm_heartbeat_07,,
1786313219,o,,auto_outside_comm_heartbeat_08,,
1786314029,o,,auto_outside_comm_heartbeat_09,,
1786314839,o,,auto_outside_comm_heartbeat_10,,
1786315649,o,,auto_outside_comm_heartbeat_11,,
1786316459,o,,auto_outside_comm_heartbeat_12,,
1786317269,o,,auto_outside_comm_heartbeat_13,,
1786318079,o,,auto_outside_comm_heartbeat_14,,
1786318889,o,,auto_outside_comm_heartbeat_15,,
1786319699,o,,auto_outside_comm_heartbeat_16,,
1786320509,o,,auto_outside_comm_heartbeat_17,,
1786321319,o,,auto_outside_comm_heartbeat_18,,
1786322129,o,,auto_outside_comm_heartbeat_19,,
1786322939,o,,auto_outside_comm_heartbeat_20,,
1786323539,o,,auto_outside_comm_for_load_up_2,,
1786323554,l,0,load_up_2,,
1786323749,o,,auto_outside_comm_heartbeat_21,,
1786324559,o,,auto_outside_comm_heartbeat_22,,
1786325369,o,,auto_outside_comm_heartbeat_23,,
1786326179,o,,auto_outside_comm_heartbeat_24,,
1786326989,o,,auto_outside_comm_heartbeat_25,,
1786327139,o,,auto_outside_comm_for_run_normal_1,,
1786327154,e,0,run_normal_1,,
1786327799,o,,auto_outside_comm_heartbeat_26,,
