# time,command,argument,event_id,value,units,efficiency
1788316609,o,,auto_outside_comm_for_critical_peak_1,,,
1788316624,c,0,critical_peak_1,,,
1788317209,o,,auto_outside_comm_heartbeat_01,,,
1788317809,o,,auto_outside_comm_heartbeat_02,,,
1788318409,o,,auto_outside_comm_heartbeat_03,,,
1788319009,o,,auto_outside_comm_heartbeat_04,,,
1788319609,o,,auto_outside_comm_heartbeat_05,,,
1788320209,o,,auto_outside_comm_heartbeat_06,,,
1788320809,o,,auto_outside_comm_heartbeat_07,,,
1788321409,o,,auto_outside_comm_heartbeat_08,,,
1788322009,o,,auto_outside_comm_heartbeat_09,,,
1788322609,o,,auto_outside_comm_heartbeat_10,,,
1788323209,o,,auto_outside_comm_heartbeat_11,,,
1788323809,o,,auto_outside_comm_heartbeat_12,,,
1788324409,o,,auto_outside_comm_heartbeat_13,,,
1788325009,o,,auto_outside_comm_heartbeat_14,,,
1788325609,o,,auto_outside_comm_heartbeat_15,,,
1788326209,o,,auto_outside_comm_heartbeat_16,,,
1788326809,o,,auto_outside_comm_heartbeat_17,,,
1788327409,o,,auto_outside_comm_heartbeat_18,,,
1788328009,o,,auto_outside_comm_heartbeat_19,,,
1788328609,o,,auto_outside_comm_heartbeat_20,,,
1788329209,o,,auto_outside_comm_heartbeat_21,,,
1788329809,o,,auto_outside_comm_heartbeat_22,,,
1788330409,o,,auto_outside_comm_heartbeat_23,,,
1788331009,o,,auto_outside_comm_heartbeat_24,,,
1788331609,o,,auto_outside_comm_heartbeat_25,,,
1788332209,o,,auto_outside_comm_heartbeat_26,,,
1788332809,o,,auto_outside_comm_heartbeat_27,,,
1788333409,o,,auto_outside_comm_heartbeat_28,,,
1788334009,o,,auto_outside_comm_heartbeat_29,,,
1788334609,o,,auto_outside_comm_heartbeat_30,,,
1788335209,o,,auto_outside_comm_heartbeat_31,,,
1788335809,o,,auto_outside_comm_heartbeat_32,,,
1788336409,o,,auto_outside_comm_heartbeat_33,,,
1788337009,o,,auto_outside_comm_heartbeat_34,,,
1788337609,o,,auto_outside_comm_heartbeat_35,,,
1788338209,o,,auto_outside_comm_heartbeat_36,,,
1788338809,o,,auto_outside_comm_heartbeat_37,,,
1788339409,o,,auto_outside_comm_heartbeat_38,,,
1788340009,o,,auto_outside_comm_heartbeat_39,,,
1788340609,o,,auto_outside_comm_heartbeat_40,,,
1788341209,o,,auto_outside_comm_heartbeat_41,,,
1788341809,o,,auto_outside_comm_heartbeat_42,,,
1788342409,o,,auto_outside_comm_heartbeat_43,,,
1788343009,o,,auto_outside_comm_heartbeat_44,,,
1788343609,o,,auto_outside_comm_heartbeat_45,,,
1788344209,o,,auto_outside_comm_heartbeat_46,,,
1788344809,o,,auto_outside_comm_heartbeat_47,,,
1788345409,o,,auto_outside_comm_heartbeat_48,,,
1788346009,o,,auto_outside_comm_heartbeat_49,,,
1788346609,o,,auto_outside_comm_heartbeat_50,,,
1788347209,o,,auto_outside_comm_heartbeat_51,,,
1788347809,o,,auto_outside_comm_heartbeat_52,,,
1788348409,o,,auto_outside_comm_heartbeat_53,,,
1788349009,o,,auto_outside_comm_heartbeat_54,,,
1788349609,o,,auto_outside_comm_heartbeat_55,,,
1788350209,o,,auto_outside_comm_heartbeat_56,,,
1788350809,o,,auto_outside_comm_heartbeat_57,,,
1788351409,o,,auto_outside_comm_heartbeat_58,,,
1788352009,o,,auto_outside_comm_heartbeat_59,,,
1788352609,o,,auto_outside_comm_heartbeat_60,,,
1788353209,o,,auto_outside_comm_heartbeat_61,,,
1788353809,o,,auto_outside_comm_heartbeat_62,,,
1788354409,o,,auto_outside_comm_heartbeat_63,,,
1788355009,o,,auto_outside_comm_heartbeat_64,,,
1788355609,o,,auto_outside_comm_heartbeat_65,,,
1788356209,o,,auto_outside_comm_heartbeat_66,,,
1788356809,o,,auto_outside_comm_heartbeat_67,,,
1788357409,o,,auto_outside_comm_heartbeat_68,,,
1788358009,o,,auto_outside_comm_heartbeat_69,,,
1788358609,o,,auto_outside_comm_heartbeat_70,,,
1788359209,o,,auto_outside_comm_heartbeat_71,,,
1788359809,o,,auto_outside_comm_heartbeat_72,,,
1788360409,o,,auto_outside_comm_heartbeat_73,,,
1788361009,o,,auto_outside_comm_heartbeat_74,,,
1788361609,o,,auto_outside_comm_heartbeat_75,,,
1788362209,o,,auto_outside_comm_heartbeat_76,,,
1788362809,o,,auto_outside_comm_heartbeat_77,,,
1788363409,o,,auto_outside_comm_heartbeat_78,,,
1788364009,o,,auto_outside_comm_heartbeat_79,,,
1788364609,o,,auto_outside_comm_heartbeat_80,,,
1788365209,o,,auto_outside_comm_heartbeat_81,,,
1788365809,o,,auto_outside_comm_heartbeat_82,,,
1788366409,o,,auto_outside_comm_heartbeat_83,,,
1788367009,o,,auto_outside_comm_heartbeat_84,,,
1788367609,o,,auto_outside_comm_heartbeat_85,,,
1788368209,o,,auto_outside_comm_heartbeat_86,,,
1788368809,o,,auto_outside_comm_heartbeat_87,,,
1788369409,o,,auto_outside_comm_heartbeat_88,,,
1788370009,o,,auto_outside_comm_heartbeat_89,,,
1788370609,o,,auto_outside_comm_heartbeat_90,,,
1788371209,o,,auto_outside_comm_heartbeat_91,,,
1788371809,o,,auto_outside_comm_heartbeat_92,,,
1788372409,o,,auto_outside_comm_heartbeat_93,,,
1788373009,o,,auto_outside_comm_heartbeat_94,,,
1788373609,o,,auto_outside_comm_heartbeat_95,,,
1788374209,o,,auto_outside_comm_heartbeat_96,,,
