# time,command,argument,event_id,value,units,efficiency
1788133001,o,,auto_outside_comm_for_load_up_1,,,
1788133016,l,0,load_up_1,,,
1788133811,o,,auto_outside_comm_heartbeat_01,,,
1788134621,o,,auto_outside_comm_heartbeat_02,,,
1788135431,o,,auto_outside_comm_heartbeat_03,,,
1788136241,o,,auto_outside_comm_heartbeat_04,,,
1788137051,o,,auto_outside_comm_heartbeat_05,,,
1788137861,o,,auto_outside_comm_heartbeat_06,,,
1788138401,o,,auto_outside_comm_for_run_normal_1,,,
1788138416,e,0,run_normal_1,,,
1788138671,o,,auto_outside_comm_heartbeat_07,,,
1788139481,o,,auto_outside_comm_heartbeat_08,,,
1788140291,o,,auto_outside_comm_heartbeat_09,,,
1788141101,o,,auto_outside_comm_heartbeat_10,,,
1788141911,o,,auto_outside_comm_heartbeat_11,,,
